Input	Result
n'a nt'udi di ge'a nuya ntjoki bri t'o̱t'e ja ya jñä ya ndeznä ra ngätsi ra ntjebe nkje̱ya ra r'e̱t'a ma gu̱to (s. xix), r'a ya jnini ngu ra xicontepec (villa juárez) nuna jyodi koji nuni puebla.	"N'a nt'udi di ge'a nuya ntjoki bri t'o̱t'e ja ya jñä ya ndeznä ra ngätsi ra ntjebe nkje̱ya ra r'e̱t'a ma gu̱to (s. xix), r'a ya jnini ngu ra xicontepec (villa juárez) nuna jyodi koji nuni puebla. 

INALI standardized version:
N’a nt’udi di ge’a nuya ntjoki bri t’o̱t’e ja ya jñä ya ndeznä ra ngätsi ra ntjebe nkje̱ya ra r’e̱t’a ma gu̱to (s. xix), r’a ya jnini ngu ra Xicontepec (Villa Juárez) nuna jyodi koji nuni Puebla."
"n'a ra t'axa dutu mi pe̱tsi ya k'oi ra ixki, nuna mra tjuju jñämfo̱ ""campaneante resonador""."	"N'a ra t'axa dutu mi petsi ya k'oi ra ixki, nuna mra tjuju jñamfo ""kampaneante resonador""."
ne ri mpe̱fi ja ra dängan gu nt'udi ra tjuju ra facultad de estudios superiores, acatlán, unam,	Ne ri mpefi ja ra dängan gu nt'udi ra tjuju ra Facultad de Estudios Superiores, Acatlán, UNAM.
ntjandi gatjo nu'a ra munts'i ra tjuju jñämfo̱ ra globalización ge 'a po̱ts'e dega nest'iji, nuna y'o̱te to̱m'i da nkja ra ntjo̱mäte.	Ntándi gató nu'a ra munts'i ra t'újú jñámfo ra globalización ge 'a po̱ts'e dega nest'iji, nuna y'o̱te to̱m'i da nkja ra ntjo̱mäte.
nu'a ma r'a ya kjä'i mi pädi nuña b'e̱fi bri b'e̱pabi xa jyoki yojo ya mpe̱fi mi fädi ko ra tjuju ra amosqueador ko ya xi ya ts'ints'u̱ xi sta jotjo, gi jutsuabi made dige'a n'a ra zänä dega k'astabokja	Nu'a ma r'a ya kjä'i mi pädi nuña b'e̱fi bri b'e̱pabi xa jyoki yojo ya mpe̱fi mi fädi ko ra tjuju ra amosqueador ko ya xi ya ts'ints'u̱ xi sta jotjo, gi jutsuabi made dige'a n'a ra zänä dega k'astabokja
"nu'a ra munts'a kjä'i bi te̱ni bi zipabi man'a ya b'ede, mi t'ena ge ya kjä'i xki b'u̱i nubu̱ inbi pe̱tsi ra ts'e̱di nu'a mi mä pe m'e̱fa bi kjapi bi nxaxni ya tsu̱tui ne n'a ra diputado mi pe̱tsi ra mfeni xki kot'i mra tjuju ra josé maría lozano, bi y'onga ra jmä pa mar'a ya ñ'oui bi nxanxi: ""ri mo̱te ra tjits'i mi udi ra emiliano zapata, neje bri fädi ngu ra atila nuna bri nkju̱tsi [...] nu'a bi fädi ngu mi je̱gi ya b'e̱go ne'a bi mä da uni da nkja pa gatjo, ingi kjot'i [...]"	"Nu'a ra munts'a kjä'i bi te̱ni bi sipabi man'a ya b'ede, mi t'ena ge ya kjä'i xki b'u̱i nubu̱ inbi pe̱tsi ra ts'e̱di nu'a mi mä pe m'e̱fa bi kjapi bi nxaxni ya tsu̱tui ne n'a ra diputado mi pe̱tsi ra mfeni xki kot'i mra tjuju ra José María Lozano, bi y'onga ra jmä pa mar'a ya ñ'oui bi nxanxi: ""ri mo̱te ra tjits'i mi udi ra Emiliano Zapata, neje bri fädi ngu ra Atila nuna bri nkju̱tsi [...] nu'a bi fädi ngu mi je̱gi ya b'e̱go ne'a bi mä da uni da nkja pa gatjo, ingi kjot'i [...]"
nu'u̱ to'o ñä ra ndenzä ja r'e̱t'a ma r'at'o ya estados.	Nu'u to'o ñä ra ndenzä ja r'e̱t'a ma r'at'o ya estados.
nub'u̱ ri m'e̱jni ne ri b'e̱go ya ñämfo̱ bi kjuat'i ko ngekagije ne bi tso̱jo̱ ra gabida ra tjuju ra hernán cortés, maske indi pädije ge gatjo da za da o̱t'e ne xi ra nzunda maría trinidad,	Nub'u̱ ri m'e̱jni ne ri b'e̱go ya ñämfo̱ bi kjuat'i ko ngekagije ne bi tso̱jo̱ ra gabida ra tjuju ra Hernán Cortés, maske indi pädije ge gatjo da za da o̱t'e ne xi ra nzunda María Trinidad.
nubia, unga mfädi ja ra ñäjñu kjamädi ra universidad autónoma del estado de hidalgo.	Nubia, unga mfädi ja ra ñäjñu kjamädi ra Universidad Autónoma del Estado de Hidalgo.
nugi, ra miguel hernández ge di pe̱tsi ma ngu nuni chiyauhtzinco, ko ra t'ek'ei di udi ko nge'i, nuna m'e̱jnant'ofo di joki go tso̱n'i ko nge'i, ma t'ek'ei bo̱najmu'i nda doctor alonso ruiz, ra nk'ojnate ge gi b'ui nuua ja ra jnini ra quamochtitla.	Nugi, ra Miguel Hernández ge di pe̱tsi ma ngu nuni chiyauhtzinco, ko ra t'ek'ei di udi ko nge'i, nuna m'e̱jnant'ofo di joki go tso̱n'i ko nge'i, ma t'ek'ei bo̱najmu'i nda Doctor Alonso Ruiz, ra nk'ojnate ge gi b'ui nuua ja ra jnini ra Quamochtitla.
nuna je̱m'i bri t'unga mfädi ko ra t'u̱ka ntjint'ant'ofo po ra marcelo díaz salas ne ra luis reyes garcía ja: tialtocan, revista de fuentes para el conocimiento de las culturas indígenas de méxico, vol. vi, 1970, b'ede ra 3, pp. 193-212.	Nuna jem'i bri t'unga mfädi ko ra t'u̱ka ntjint'ant'ofo po ra Marcelo Díaz Salas ne ra Luis Reyes García ja: Tialtocan, revista de fuentes para el conocimiento de las culturas indígenas de México, vol. VI, 1970, b'ede ra 3, pp. 193-212.
"nuna jñäpi juts'i ja n'a ra je̱m'i fädi ra derecho canonigo ko ra tjuju jñämfo̱ ngu ra ""solicitación al administrar el sacramento de la confesión""."	"nuna jñäpi juts'i ja n'a ra jem'i fädi ra derecho canónico ko ra tjuju jñämfo̱ ngu ra ""solicitación al administrar el sacramento de la confesión""."
nuna m'e̱jna nt'ofo b'e̱tsi ja ra archivo histórico nacional, madrid, documento 165. bi unga mfädi ja ra nt'ofo ya zubi po ra y'ofo ra tjuju ra arthur j. o. anderson et al.: byond the codices: the nahua view of colonial mexico, berkeley, university of california press, 1976, pp. 181-187.	Nuna m'e̱jna nt'ofo b'e̱tsi ja ra archivo histórico nacional, Madrid, documento 165. Bi unga mfädi ja ra nt'ofo ya zubi po ra y'ofo ra tjuju ra Arthur J. O. Anderson et al.: Beyond the Codices: The Nahua View of Colonial Mexico, Berkeley, University of California Press, 1976, pp. 181-187.
nuna nt'ofo b'e̱tsi ja ra archivo general de indias, sevilla, audiencia de méxico 168, bi unga dra fädi po ra miguel león-portilla ja cultura en peligro, méxico, alianza editorial mexicana, 1976, pp. 102-103.	Nuna nt'ofo b'e̱tsi ja ra Archivo General de Indias, Sevilla, Audiencia de México 168, bi unga dra fädi po ra Miguel León-Portilla ja Cultura en Peligro, México, Alianza Editorial Mexicana, 1976, pp. 102-103.
nuna pika je̱m'i kja te mä b'e̱tsi ja ra archivo general de la nación, nuua m'onda ne kja ja ra nduntji ya jnini, njabu̱ ngu ya nzaya nuni manjyati ne mar'a ya jnini, o̱t'e gi o̱de ra jñä ra mu̱dimejai.	Nuna pika jemi kja te mä b'e̱tsi ja ra archivo general de la nación, nuua m'onda ne kja ja ra nduntji ya jnini, njabu̱ ngu ya nzaya nuni manjyati ne mar'a ya jnini, o̱t'e gi o̱de ra jñä ra mu̱dimejai.
nuua t'unga yojo ya jmä, kuän'ajmä ya ndeznä ne tjuts'i ja n'a ra k'oi mä mäkjuäni ri ntje̱ui n'a ya dänga ra tju̱ajmä manteb'u̱, nuua pede nu'a gatjo ya ts'otjogi bi y'o̱t'a dega fete ra alvarado.	Nuua t'unga yojo ya jmä, kuän'ajmä ya ndeznä ne juts'i ja n'a ra k'oi mä mäkjuäni ri ntjeui n'a ya dänga ra tjuajmä manteb'u, nuua pede nu'a gatjo ya ts'otjogi bi y'o̱t'a dega fete ra Alvarado.
nuua ya mu̱di noya ra motolinia, ja ra mu̱di nkoji bi t'o̱t'e ko ra tjuju ra tratado tercero ra dänga b´ede ya mu̱dimejai nuua r´ayo manjyati:	nuwa ya mudi noya ra motolinia, ja ra mudi nkoji bi t'o̱t'e ko ra tjuju ra tratado tercero ra danga b'ede ya mudi mejai nuwa r'ayo manjyati.
"pa da t'unga mfädi gatjo nu'u̱ bi nkja, n'a di ge'u̱ ko ngu fe̱ti nu'a makjuäni mi joki mi tjutsuabi ya jnei ne ya b'ida. b'u̱i man'a ra mfädi da t'o̱t'a ra nt'udi, nu'a ra tjuju ""fe̱ta nu'a makjuäni bi nja nub'u̱ ra tsokat'o̱tamfeni (teatro de la conquista)""."	"pa da t'unga mfädi gatjo nu'u bi nkha, n'a di ge'u̱ ko ngu fe̱ti nu'a makjuäni mi joki mi tjutsuabi ya jnei ne ya b'ida. b'u̱i man'a ra mfädi da t'o̱t'a ra nt'udi, nu'a ra tjuju ""fe̱ta nu'a makjuäni bi nja nub'u̱ ra tsokat'o̱tamfeni (teatro de la conquista)""."
ra europa -mra nxika jai manteb'u̱, mi pe̱tsa n'a ra nxika b'ede-	ra europa -mra ñika jai manteb'u̱, mi pe̱tsa n'a ra ñika b'ede-
ra fernando ramírez mä ge nuna jyodi ri nge̱pu̱ jabu̱ kja n'a ra nikja ra san fernando ne ra ermita dige'a ya mártires dige'a san hipólito,	Ra Fernando Ramírez mä ge nuna jyodi ri nge̱pu̱ jabu̱ kja n'a ra nikja ra San Fernando ne ra Ermita dige'a ya Mártires dige'a San Hipólito.
"ra fernando de alva ixtlilxóchitl, fernando de, xiii relación: ""ra ñ'eje ya ñämfo̱ ne ra fu̱di ra nkanfri ra evangelio""."	"Ra Fernando de Alva Ixtlilxóchitl, Fernando de, XIII relación: ""Ra ñ'eje ya ñämfo̱ ne ra fu̱di ra nkanfri ra evangelio""."
ra kuän'ajma ra n luz jiménez bi juts'i ra fernando horkasitas bi unga mfädi ne bi r'atsi nuña jmä), de porfirio díaz zapata, memoria nábuatl de milpa alta, méxico, unam,, instituto de investigaciones históricas, 1974, p. 105	Ra kuän'ajma ra n Luz Jiménez bi juts'i ra Fernando Horkasitas bi unga mfädi ne bi r'atsi nuña jmä), de Porfirio Díaz Zapata, memoria náhuatl de Milpa Alta, México, UNAM, Instituto de Investigaciones Históricas, 1974, p. 105
ra raymundo isidro alavez, bi b'u̱i'i nuni ra boxtha chico, san salvador, estado de hidalgo	Ra Raymundo Isidro Alavez, bi b'u̱i'i nuni ra boxtha Chico, San Salvador, Estado de Hidalgo.
ra jmä ra fundación de santo tomás ajusco, archivo general de la nación, méxico, ramo de tierras vol. 2676, expediente. 4, archivo histórico de la biblioteca nacional de antropología, colección antigua, vol. 254, fojas 259 r.- 260 v.	Ra jmä ra Fundación de Santo Tomás Ajusco, Archivo General de la Nación, México, Ramo de Tierras vol. 2676, expediente. 4, Archivo Histórico de la Biblioteca Nacional de Antropología, Colección Antigua, vol. 254, fojas 259 r.- 260 v.
ra makja mra tjuju ra toribio benavente, motolinia,	Ra makha mra t'u'u ra Toribio Benavente, Motolinia,
tlauhquechol: ra ts'ints'u̱ xa ntjeni pode ge'a ra flamenco o ra guacamaya, pode ge gatjo ra tje̱nga ts'ints'u̱ ne dänga.	Tlauhquechol: ra ts'ints'u xa ntjeni pode ge'a ra flamenco o ra guacamaya, pode ge gatjo ra tje̱nga ts'ints'u ne dänga.
xkri tso̱ngä ngostji, kja jejni ya 'ñu; nä'ä rí ma nxamädo, ja nä'ä rí ma mäbo̱za. antes de	xkri tso̱ngä ngostji, kja jexni ya 'ñu; nä'ä rí ma nxamädo, ja nä'ä rí ma mäbo̱za. antes de
ya b'e̱go ne ya b'e̱tri di ge'a nu'a ra dänga ndä ra ndada ra tjuju ra esteban de guzmán ra nzaya di gekua m'onda, ra ndada ra hernando pimentel, ra ndada ra antonio cortés, ra ndada xuua (juan) nuna ra mecoyoacan, ra ndada pedro motecuhzoma, me ma r'a ya kuänmi (firmas).	ya b'e̱go ne ya b'e̱tri di ge'a nu'a ra dänga ndä ra ndada ra tjuju ra Esteban de Guzmán ra Nzaya di Gekua m'onda, ra ndada ra Hernando Pimentel, ra ndada ra Antonio Cortés, ra ndada Xuua (Juan) nuna ra Mecoyoacan, ra ndada Pedro Motecuhzoma, me ma r'a ya Kuänmi (firmas).
ya kuän' ajmä xa tjogi manteb'u̱e ge xa tjäst'i nu'a gatjo ra ntjandi to'o bi b'e̱di ge xa pu̱ngajñä nuna jmä getbu̱ n'ate ya jñäki ge ñä ya nso̱jo̱ jñäki ne xa y'oni nuna nt'ofo neje ja ra jñäki yazi xada kjä'i , ge'a nuna jñäki fadi ja ra jñämfo ko ra tjuju ra sistema braile.	"ya kuän' ajmä xa tjogi manteb'u̱e ge xa tjäst'i nu'a gatjo ra ntjandi to'o bi b'e̱di ge xa pu̱ngajñä nuna jmä getbu̱ n'ate ya jñäki ge ñä ya nso̱jo̱ jñäki ne xa y'oni nuna nt'ofo neje ja ra jñäki yazi xada kjä'i , ge'a nuna jñäki fadi ja ra jñämfo ko ra tjuju ra sistema braile. 

ya kuän' ajmä xa tjogi manteb'u̱e ge xa tjäst'i nu'a gatjo ra ntjandi to'o bi b'e̱di ge xa pu̱ngajñä nuna jmä getbu̱ n'ate ya jñäki ge ñä ya nso̱jo̱ jñäki ne xa y'oni nuna nt'ofo neje ja ra jñäki yazi xada kjä'i , ge'a nuna jñäki fadi ja ra jñämfo ko ra tjuju ra sistema braile."
ya r'atsanoya ra sahagán, ndoxkjua k'oi florentino, lib. xii, caps. xxix-xli (versión de ángel ma. garibay k.).	Ya r'atsanoya ra Sahagán, ndoxkjua k'oi Florentino, lib. xii, caps. xxix-xli (versión de Ángel Ma. Garibay K.).
despwés ya desde k'a ra momento ya k'a ya jíngi bénya'wi já té bimáju̱ k'a ra charroya'wi	despwés ya desde k'a ra momento ya k'a ya jíngi bénya'wi já té bimáju k'a ra charroya'wi
despwés ya xo bimu̱fí pe xo diario diario bu̱ nchúi mitsu̱ k'a ra charro mi'óbí k'a ra mikwála	Despwés ya xo bimu̱fí pe xo diario diario bu̱ nchúi mitsu̱ k'a ra charro mi'óbí k'a ra mikwála
goparejájé primero 'á k'a ra parte ánk'ú dínant'í	Goparejájé primero á k'a ra parte ánk'ú dínant'í.
i asta fecha pues ignoro mucho pero másk'ŭ mäkjámá más ndímáignorajéwi	"i hasta fecha pues ignoro mucho pero másk'ŭ mäkjámá más ndímáignorajéwi

i hasta fecha pues ignoro mucho pero másk'ŭ mäkjámá más ndímáignorajéwi"
indu̱odiagí bastante	indu̱odiagí bastante
inga se̱je̱ ra nntjandi ra manjyati ne ra portuguesa neje ra francesa, inglesa, alemana e italiana,	inga seje ra nntjandi ra manjyati ne ra portuguesa neje ra francesa, inglesa, alemana e italiana,
k'a mädämé para ke mantenigíjé dígotjó mäbäjtsí pues ni modo dísufréjé	"K'a mädämé para ke mantenigíjé dígotjó mäbäjtsí pues ni modo dísufréjé

K'a mädämé para ke mantenigíjé dígotjó mäbäjtsí pues ni modo dísufréjé"
kómá'u̱té ya fuente níjí	Kómá'u̱té ya fuente níjí.
ne bi unbabi nduntji ya baba, bi enbabi ge mi ne da ñäui ra ndä (emperador) mi b'u̱i nuni manjyati, ne da jäni ra dänga ts'ofo ra evangelio,	Ne bi un bavi nduntji ya baba, bi en bavi ge mi ne da ñäui ra ndä (emperador) mi b'u̱i nuni manjyati, ne da jäni ra dänga ts'ofo ra evangelio.
normalmente gójo	"normalmente gójo

INALI standardized: normalmente gójo"
panteón ga dó	Panteón ga do.
pero de sesenta pantsítjá pa gotjók'ŭ kompletamente xatjó ndímáfădijé	Pero de sesenta pantsítjá pa gotjók'ŭ completaménte xatjó ndímáfădijé.
pero eso sí binújgí mängŭjé kada ná	pero eso sí binújgí mängŭjé kada ná
"po nuya kja'i to'o mi pede ge fädi ko ra tjuju ya ""cronistas de las indias”"	"po nuya kha'i to'o mi pede ge fädi ko ra tjuju ya ""cronistas de las indias"""
pues este kábádá balewa este mínimo siento sinkwenta	Pues este kába dá bale wa este mínimo siento sinkwenta.
pues nimodo bisufré k'a más ante mäabwelitajé komo mbu̱i enkajoso ra ntsoya	Pues nimodo bisufré k'a más ante mäabwelitajé como mbu̱i enkajoso ra ntsoya
ra nku̱t'i ra juajni ne ya ñ'udi ntjutsi ra agustin yáñez 2da. edición. biblioteca del estudiante universitario, unam, 1950.	Ra nku̱t'i ra juajni ne ya ñ'udi ntjutsi ra Agustín Yáñez 2da. edición. Biblioteca del Estudiante Universitario, UNAM, 1950.
solamente ya riko alkansabi	solamente ya rico alcanzabi
xi ra tí na ta komedór 'á itsí na ta alimento k'a ra ndăni	Xi ra ti na ta comedór 'á itsi na ta alimento k'a ra ndani
xo mitajá ra ntsoya mitá sínko pesos ra béjña dos sinkwenta	Xo mitajá ra ntsoya mitá sínko pesos ra béjña dos sinkwenta
xo takja mä sesenta wik'a takja mä sesenta bitajkíjéya'wik'a	xo takha mä sesenta wik'a takha mä sesenta bitajkíjéya'wik'a
á panteón ga dó níjí	"á panteón ga dó níjí

á panteón ga dó níjí"
ñúdigejña dabadijíya' razo''ya' mientra más dandu̱jté	Ñúdigejña dabadijíya' razo'ya' mientra más dandu̱jté.
-nu'u̱ dige'u̱ b'u̱i nuni maxey (tolimán ne amealco), dige'u̱ temoaya nuni ra ra jyodi estado de méxico ne mar'a ya jyodi nuni puebla ne veracruz	-nu'u dige'u b'u̱i nuni maxei (Tolimán ne Amealco), dige'u temoaya nuni ra ra jyodi Estado de México ne Mar'a ya jyodi nuni Puebla ne Veracruz
ne mätajekitjo di kja getbu̱, ra jñäpi ra joel martinez hernández ne ra jotjo tjuajmä ra natalio hernández xocoyotzin, nuya yojo ya xajnate ri ñ'eje ya y'u̱ dige'u̱ ya ndeznä.	Ne mätajekitjo di kja getbu̱, ra jñäpi ra Joel Martínez Hernández ne ra jotjo tjuajmä ra Natalio Hernández Xocoyotzin, nuya yojo ya xajnate ri ñ'eje ya y'u̱ dige'u̱ ya ndeznä.
"-n'ate pa n'a ra zänä de ra r'e̱t'a ma jñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi joki ra xihuitl o ""ra m'ede ra kje̱ya"""	"N'ate pa n'a ra zänä de ra r'e̱t'a ma jñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi joki ra xihuitl o ""ra m'ede ra kje̱ya"""
bi ma di gepu̱ jam''u̱ ra ngo pa da ts'itje ya it'adeje (Tlahuano) ba po̱ni nubu̱ tlapechhuan. mra ngo ra izcalli.	"Bi ma di gepu̱ jam'u̱ ra ngo pa da ts'itje ya it'adeje (Tlahuano) ba po̱ni nubu̱ tlapechhuan. Mra ngo ra izcalli. 

[INALI standardized version] Bi ma di gepu̱ jam'u̱ ra ngo pa da ts'itje ya it'adeje (Tlahuano) ba po̱ni nubu̱ tlapechhuan. Mra ngo ra izcalli."
bi mu̱di da jyoka ya t'u̱kats'u̱fabo̱kja. ge'a ra ntujni bi nkja nuni Coyohuehuetzin ne ma gojo ba nkja.	Bi mudi da jyoka ya t'u̱kats'u̱fabo̱kja. Ge'a ra ntujni bi nkja nuni Coyohuehuetzin ne ma gojo ba nkja.
bri tjo ra cuauhnochtli, ra gabida tlacatecco, ra cuapan, ra gabida huitznáhuac, ra makja Amantlan, ne ra makja tlacopan.	bri tjo ra kuauhnochtli, ra gavida tlakateko, ra kuapan, ra gavida witsnáwak, ra makha Amantlan, ne ra makha tlakopan.
bri ts'u̱tuabi ja ra y'u̱ga n'a ra nto̱de dega t'u̱ka joga do dega chalchihuite: made mi juts'i n'a ra tsant'i dega k'astabokja.	Bri ts'utuabi ja ra y'uga n'a ra nto̱de dega t'u̱ka joga do dega chalchihuite: made mi juts'i n'a ra tsant'i dega k'astabokja.
Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra ndä nuni tlaxcala.	Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra ndä nuni Tlaxcala.
Coaíhuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats' okamfeni.	Koaihuitl mra gabida ndeznä nuya mapa digea ra t'o̱t'ats' okamfeni.
di gepu̱ ba koi pa nuni ra Xochimilco. nubu̱ ba tu ya kjä'i ya metlatelolco	Di gepu ba koi pa nuni ra Xochimilco. Nubu ba tu ya kjä'i ya Metlatelolco.
ebu̱ ba eje man'aki ba te̱nga ra t'o̱jo̱ ra tjuju ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ja ra ndo̱m'ijmu.	Ebu ba eje man'aki ba te̱nga ra t'o̱jo̱ ra tjuju ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ja ra ndo̱m'ijmu.
ebu̱ bi dädi ra Cihuacóatl:	"ebu̱ bi dädi ra Cihuacóatl: 

ebu̱ bi dädi ra Sihuacóatl."
ebu̱ bi ñä ra Cuauhtémoc bi xipabi ra Cihuacóatl:	"ebu̱ bi ñä ra Cuauhtémoc bi xipabi ra Cihuacóatl: 

ebu bi ñä ra Kuauhtémok bi xipabi ra Sihuakóatl."
gojo n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca).	"gojo n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca). 

goxo n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca)."
gue dá nhuat'i mbo kja ra ximjai,	gue dá nhuat'i mbo kha ra ximjai.
i nte ra nge'a, ya jmä juts'i ja ra ndäxkjua k'oi ra códice ra ramírez uni nuna b'e̱de mä makjuäni ngu mä ra ntje̱ka b'ede ne ra ndädi nu'a ra nänä mra tjuju ra yacotzin, ra nänä ra ixtlilxóchitl,	I nte ra nge'a, ya jmä juts'i ja ra ndäxkjua k'oi ra códice ra ramírez uni nuna b'e̱de mä makjuäni ngu mä ra ntje̱ka b'ede ne ra ndädi nu'a ra nänä mra tjuju ra yacotzin, ra nänä ra ixtlilxóchitl,
inda jyo ko ra ndäxjua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra fernando de alva ixtlilxóchitl.	inda jo ko ra ndäxhua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra Fernando de Alva Ixtlilxóchitl.
k o ya bu̱' bai, ko ya makahuai,	Ko ya bu̱' bai, ko ya makawuai.
mi fudi da t'axka ra xudi ba ts'i, bri tját'a ja n'a ra za mi b'ai ja ra ngu ra Ahuizotzin nuni ra Acatliyacapan.	Mi fudi da t'axka ra xudi va ts'i, bri tját'a ja n'a ra za mi b'ai ja ra ngu ra Ahuizotzin nuni ra Acatliyacapan.
mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka jai mra tjuju ra Yohualichan.	mi gu̱t'a ra ñ'u̱ n'a ra makha ge'a mra b'e̱fi mi zu nu'a ra mäka jai mra tjuju ra Yohualichan.
mi y'o y'oua, mi tuts'i ya bu̱'bai dega za, ne r'a mi jä dega bo̱ja ne ya mahuai.	Mi y'o y'ua, mi tuts'i ya bu̱'bai dega za, ne ra mi jä dega bo̱ja ne ya mahuai.
