Input	Result
"ya b'e̱go ne ya b'e̱tri di ge'a nu'a ra dänga ndä ra ndada ra tjuju ra esteban de guzmán ra nzaya di gekua m'onda, ra ndada ra hernando pimentel, ra ndada ra antonio cortés, ra ndada xuua (juan) nuna ra mecoyoacan, ra ndada pedro motecuhzoma, me ma r'a ya kuänmi (firmas)."	"ya b'e̱ho ne ya b'e̱tri di ge'a nu'a ra dänga ndä ra ndada ra tjuju ra esteban de guzmán ra nzaya di gekua m'onda, ra ndada ra hernando pimentel, ra ndada ra antonio cortés, ra ndada xuua (juan) nuna ra mecoyoacan, ra ndada pedro motecuhzoma, me ma r'a ya kuänmi (firmas)."
"ya kuän' ajmä xa tjogi manteb'u̱e ge xa tjäst'i nu'a gatjo ra ntjandi to'o bi b'e̱di ge xa pu̱ngajñä nuna jmä getbu̱ n'ate ya jñäki ge ñä ya nso̱jo̱ jñäki ne xa y'oni nuna nt'ofo neje ja ra jñäki yazi xada kjä'i , ge'a nuna jñäki fadi ja ra jñämfo ko ra tjuju ra sistema braile."	"ya kuän' ajmä xa thogi manteb'u̱e ge xa thäst'i nu'a gatjo ra ntjandi to'o bi b'ehu̱ ge xa pungajñä nuna jmä getbu̱ n'ate ya jñäki ge ñä ya nso̱ho̱ jñäki ne xa y'oni nuna nt'ofo nehe ja ra jñäki yazi xada jä'i , ge'a nuna jñäki fadi ja ra jñämfo ko ra thuju ra sistema braile."
"ya r'atsanoya ra sahagán, ndoxkjua k'oi florentino, lib. xii, caps. xxix-xli (versión de ángel ma. garibay k.)."	"ya r'atsanoya ra sahagán, ndäxjua k'oi florentino, lib. xii, caps. xxix-xli (versión de ángel ma. garibay k.)."
despwés ya desde k'a ra momento ya k'a ya jíngi bénya'wi já té bimáju̱ k'a ra charroya'wi	despwés ya desde k'a ra momento ya k'a ya jingi béhña'wi ha té bimáhu̱ k'a ra charroya'wi
despwés ya xo bimu̱fí pe xo diario diario bu̱ nchúi mitsu̱ k'a ra charro mi'óbí k'a ra mikwála	despwés ya xo bimufí pe xo diario diario bu̱ nchúi mitsu̱ k'a ra charro mi'óbí k'a ra mikwála
goparejájé primero 'á k'a ra parte ánk'ú dínant'í	goparehajé primero 'á k'a ra parte áhnk'ú dínanthí
i asta fecha pues ignoro mucho pero másk'ŭ mäkjámá más ndímáignorajéwi	i asta fecha pues ignoro mucho pero másk'ŭ mäkhámá más ndímáignorahéwi
indu̱odiagí bastante	indu̱odiagí bastante
"inga se̱je̱ ra nntjandi ra manjyati ne ra portuguesa neje ra francesa, inglesa, alemana e italiana,"	"inga se̱he̱ ra nntjandi ra manjyati ne ra portuguesa nehe ra francesa, inglesa, alemana e italiana,"
k'a mädämé para ke mantenigíjé dígotjó mäbäjtsí pues ni modo dísufréjé	k'a mädämé para ke mantenihé díhthó mäbäjtsí pues ni modo dísuhé
kómá'u̱té ya fuente níjí	kómá'u̱te ya fuente níhi
"ne bi unbabi nduntji ya baba, bi enbabi ge mi ne da ñäui ra ndä (emperador) mi b'u̱i nuni manjyati, ne da jäni ra dänga ts'ofo ra evangelio,"	"ne bi unbabi nduntji ya baba, bi enbabi ge mi ne da ñäui ra ndä (emperador) mi b'u̱i nuni manjyati, ne da jäni ra dänga ts'oho ra evangelio,"
normalmente gójo	normalmente góho
panteón ga dó	panteón ga dó
pero de sesenta pantsítjá pa gotjók'ŭ kompletamente xatjó ndímáfădijé	pero de sesenta pantsítjá pa gothók'ŭ kompletamente xathó ndímáfadijé
pero eso sí binújgí mängŭjé kada ná	pero eso sí binúhígí mängŭjé kada ná
"po nuya kja'i to'o mi pede ge fädi ko ra tjuju ya ""cronistas de las indias”"	"po nuya kjä'i to'o mi pede ge fädi ko ra tjuju ya ""cronistas de las indias”"
pues este kábádá balewa este mínimo siento sinkwenta	pues este kábádá balewa este mínimo siento sinkuenta
pues nimodo bisufré k'a más ante mäabwelitajé komo mbu̱i enkajoso ra ntsoya	pues nimodo bisufré k'a más ante mäabwelitajé komo mbu̱i enkajoso ra nhtsoya
"ra nku̱t'i ra juajni ne ya ñ'udi ntjutsi ra agustin yáñez 2da. edición. biblioteca del estudiante universitario, unam, 1950."	"ra nku̱t'i ra juahni ne ya ñ'udi ntjutsi ra agustin yáñez 2da. edición. biblioteca del estudiante universitario, unam, 1950."
solamente ya riko alkansabi	solamente ya riko alhkanabi
xi ra tí na ta komedór 'á itsí na ta alimento k'a ra ndăni	xi ra tí na ta komedór 'á itsí na ta alimento k'a ra ndani
xo mitajá ra ntsoya mitá sínko pesos ra béjña dos sinkwenta	xo mitahá ra ntsoha mitá sínko pesos ra béhña dos sinkwenta
xo takja mä sesenta wik'a takja mä sesenta bitajkíjéya'wik'a	xo takja mä sesenta wik'a takja mä sesenta bitahkjíjéya'wik'a
á panteón ga dó níjí	á panteón ga dó níhi
ñúdigejña dabadijíya' razo''ya' mientra más dandu̱jté	ñúdigejña dabadihíya' razo''ya' mientra más dandu̱hté
"-nu'u̱ dige'u̱ b'u̱i nuni maxey (tolimán ne amealco), dige'u̱ temoaya nuni ra ra jyodi estado de méxico ne mar'a ya jyodi nuni puebla ne veracruz"	"-nu'u̱ dige'u̱ b'u̱i nuni maxey (tolimán ne amealco), dige'u̱ temoaya nuni ra ra jyodi estado de méxico ne mar'a ya jyodi nuni puebla ne veracruz"
"ne mätajekitjo di kja getbu̱, ra jñäpi ra joel martinez hernández ne ra jotjo tjuajmä ra natalio hernández xocoyotzin, nuya yojo ya xajnate ri ñ'eje ya y'u̱ dige'u̱ ya ndeznä."	"ne mätajekitho di kja getbu̱, ra jñäpi ra joel martinez hernández ne ra hotjo thuajmä ra natalio hernández xocoyotzin, nuya yojo ya xajnate ri ñ'ehje ya y'u̱ dige'u̱ ya ndeznä."
"-n'ate pa n'a ra zänä de ra r'e̱t'a ma jñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi joki ra xihuitl o ""ra m'ede ra kje̱ya"""	"
- n'ate pa n'a ra zänä de ra r'e̱t'a ma jñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi joki ra xihuitl o ""ra m'ede ra che̱ya"""
bi ma di gepu̱ jam''u̱ ra ngo pa da ts'itje ya it'adeje (Tlahuano) ba po̱ni nubu̱ tlapechhuan. mra ngo ra izcalli.	bi ma di gepu̱ jam''u̱ ra ngo pa da ts'itje ya it'adehe (Tlahuano) ba po̱ni nubu̱ tlapechhuan. mra ngo ra izcalli.
bi mu̱di da jyoka ya t'u̱kats'u̱fabo̱kja. ge'a ra ntujni bi nkja nuni Coyohuehuetzin ne ma gojo ba nkja.	bi mu̱di da johka ya t'u̱kats'u̱fabo̱kja. ge'a ra ntuhni bi nka nuni Coyohuehuetzin ne ma gojo ba nka.
"bri tjo ra cuauhnochtli, ra gabida tlacatecco, ra cuapan, ra gabida huitznáhuac, ra makja Amantlan, ne ra makja tlacopan."	"bri tjo ra cuauhnochtli, ra gabida tlacatecco, ra cuapan, ra gabida huitznáhuac, ra makja Amantlan, ne ra makja tlacopan."
bri ts'u̱tuabi ja ra y'u̱ga n'a ra nto̱de dega t'u̱ka joga do dega chalchihuite: made mi juts'i n'a ra tsant'i dega k'astabokja.	ha ts'u̱tuabi ha ra y'u̱ga n'a ra nto̱de dega t'u̱ka joga do dega chalchihuite: made mi juts'i n'a ra tsant'i dega k'astaboja.
"Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra ndä nuni tlaxcala."	"Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra ndä nuni tlaxcala."
Coaíhuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats' okamfeni.	Coaíhuitl mra gabida ndeznä nuya mapa digeá ra t'o̱h'o̱ts' okamfeni.
di gepu̱ ba koi pa nuni ra Xochimilco. nubu̱ ba tu ya kjä'i ya metlatelolco	di gepu̱ ba koi pa nuni ra Xochimilco. nubu̱ ba tu ya jä'i ya metlatelolco
"ebu̱ ba eje man'aki ba te̱nga ra t'o̱jo̱ ra tjuju ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ja ra ndo̱m'ijmu."	"ebu̱ ba ehe man'aki ba te̱nga ra t'o̱ho̱ ra thuju ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ha ra ndo̱m'ihmu."
ebu̱ bi dädi ra Cihuacóatl:	ebu̱ bi dädi ra Cihuacóatl:
ebu̱ bi ñä ra Cuauhtémoc bi xipabi ra Cihuacóatl:	ebu̱ bi ñä ra Cuauhtémoc bi sipabi ra Cihuacóatl:
"gojo n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca)."	"goho n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca)."
"gue dá nhuat'i mbo kja ra ximjai,"	"gue dá nhuathi mbo kja ra ximhai,"
"i nte ra nge'a, ya jmä juts'i ja ra ndäxkjua k'oi ra códice ra ramírez uni nuna b'e̱de mä makjuäni ngu mä ra ntje̱ka b'ede ne ra ndädi nu'a ra nänä mra tjuju ra yacotzin, ra nänä ra ixtlilxóchitl,"	"i nte ra nge'a, ya hmä juts'i ha ra ndäxjua k'oi ra códice ra ramírez uni nuna b'ehde mä makjuäni ngu mä ra ntjehka b'ede ne ra ndädi nu'a ra nänä mra tjuju ra yacotzin, ra nänä ra ixtlilxóchitl,"
"inda jyo ko ra ndäxjua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra fernando de alva ixtlilxóchitl."	"inda hyo ko ra ndäxjua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra fernando de alva ixtlilxóchitl."
"k o ya bu̱' bai, ko ya makahuai,"	"ko ya bu̱' bai, ko ya makahuai,"
"mi fudi da t'axka ra xudi ba ts'i, bri tját'a ja n'a ra za mi b'ai ja ra ngu ra Ahuizotzin nuni ra Acatliyacapan."	"mi fudi da t'axka ra xudi ba ts'i, bri thát'a ha n'a ra za mi b'ai ha ra ngu ra Ahuizotzin nuni ra Acatliyacapan."
mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka jai mra tjuju ra Yohualichan.	mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱hi mi zu nu'a ra mäka jai mra tjuju ra Yohualichan.
"mi y'o y'oua, mi tuts'i ya bu̱'bai dega za, ne r'a mi jä dega bo̱ja ne ya mahuai."	"mi y'o y'oua, mi tuts'i ya bu̱'bai dega za, ne r'a mi jä dega boja ne ya mahuai."
mra ngu ra Aztautzin ge'a mi kja getbu̱ nuni ra Amáxac.	mra ngu ra Aztautzin he'a mi ja getbu̱ nuni ra Amáxac
n'a ra jyo ne man'a bi xokuabi ra debi. ra Cuauhtemoctzin bri xokuabi ra debi ge'a se̱je̱.	n'a ra hyo ne man'a bi xokuabi ra debi. ra Cuauhtemoctzin bri xokuabi ra debi ge'a he̱je̱.
"ne m'e̱fa bi ma xki jäki ya je dega magabi, ñätsi bi ntsaya ra mahuai ne ra bu̱'bai, bri nkjonda ya bo̱najmu nuni Acachinanco."	"ne me̱fa bi ma xki jäki ya he dega magabi, ñätsi bi ntsaya ra mahuai ne ra bu̱'bai, bri nkjonda ya bonahmu nuni Acachinanco."
"ne nkjabu̱ bri t'ot'e neje ko mar'a ya bo̱najmu mi pe̱tsi ra t'u̱ka tsu̱tui ja ya t'u̱ka jnini, nuyu̱ to'o mi b'e̱pi da t'o̱t'e ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca neje mar'a ya bo̱najmu mar'a ya t'u̱ka jnini jabu̱ bi guat'i ya nduste, ya dumantjuju dega k'astaboja, ge ya tjuju ya kristiano [...]"	"ne nkjabu̱ bri t'ot'e nehe ko mar'a ya bonahmu mi pe̱tsi ra t'u̱ka tsu̱tui ha ya t'u̱ka hnini, nuyu̱ to'o mi b'e̱pi da t'o̱t'e ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca nehe mar'a ya bonahmu mar'a ya t'u̱ka hnini jabu̱ bi guat'i ya nduste, ya dumantjuju dega k'astaboja, ge ya tjuju ya kristiano [...]"
