Input	Result
n'a nt'udi di ge'a nuya nthoki bri t'o̱t'e ha ya hñä ya ndeznä ra ngätsi ra nthebe nje̱ya ra r'e̱t'a ma gu̱to (s. xix), r'a ya hnini ngu ra xicontepec (villa juárez) nuna hyodi kohi nuni puebla.	N’a nt’udi di ge’a nuya nthoki bri t’ot’e ha ya hñä ya ndeznä ra ngätsi ra nthebe jëya ra r’ët’a ma guto (s. xix), r’a ya hnini ngu ra Xicontepec (Villa Juárez) nuna hyodi kohi nuni Puebla.
"n'a ra t'axa dutu mi pe̱tsi ya k'oi ra ixki, nuna mra thuhu hñämfo̱ ""campaneante resonador""."	N’a ra t’axa dutu mi pe̱tsi ya k’oi ra ixki, nuna mra thuhu hñämfo̱ “campaneante resonador”.
ne ri mpe̱fi ha ra dängan gu nt'udi ra thuhu ra facultad de estudios superiores, acatlán, unam,	Ne rï mpe̱fi ha ra dängandä gu nt’udi ra thuhu ra Facultad de Estudios Superiores, Acatlán, UNAM.
nthandi gatho nu'a ra munts'i ra thuhu hñämfo̱ ra globalización ge 'a po̱ts'e dega nest'ihi, nuna y'o̱te to̱m'i da nja ra ntho̱mäte.	Nt'andi gatho nu'a ra mints'i ra thu̱hu̱ hñä mfo̱ ra globalización ge 'a po̱ts'e dega nest'i, nuna y'o̱te to̱mi da nja ra ntho̱mäte.
nu'a ma r'a ya jä'i mi pädi nuña b'e̱fi bri b'e̱pabi xa hyoki yoho ya mpe̱fi mi fädi ko ra thuhu ra amosqueador ko ya xi ya ts'ints'u̱ xi sta hotho, gi hutsuabi made dige'a n'a ra zänä dega k'astaboja	nu'a ma r'a ya jä'i mi pädi nuña b'e̱fi bri b'e̱pabi xa hioki yoho ya mpe̱fi mi fädi ko ra thuhu ra amosqueador ko ya xi ya ts'ints'u̱ xi sta hotho, gi hutsuabi made dige'a n'a ra zänä dega k'astaboja
"nu'a ra munts'a jä'i bi te̱ni bi zipabi man'a ya b'ede, mi t'ena ge ya jä'i xki b'u̱i nubu̱ inbi pe̱tsi ra ts'e̱di nu'a mi mä pe m'e̱fa bi japi bi nxaxni ya tsu̱tui ne n'a ra diputado mi pe̱tsi ra mfeni xki kot'i mra thuhu ra josé maría lozano, bi y'onga ra hmä pa mar'a ya ñ'oui bi nxanxi: ""ri mo̱te ra thits'i mi udi ra emiliano zapata, nehe bri fädi ngu ra atila nuna bri nju̱tsi [...] nu'a bi fädi ngu mi he̱gi ya b'e̱go ne'a bi mä da uni da nja pa gatho, ingi jot'i [...]"	"nu'a ra mints'a jä'i bi te̱ni bi zipabi man'a ya b'ede, mi t'ena ge ya jä'i xki b'u̱i nubu̱ inbi pe̱tsi ra ts'e̱di nu'a mi mä pe m'e̱fa bi japi bi nxaxni ya tsu̱tui ne n'a ra diputado mi pe̱tsi ra mfeni xki kot'i mra thuhu ra josé maría lozano, bi y'onga ra hmä pa mar'a ya ñ'oui bi nxanxi: ""ri mo̱te ra thits'i mi udi ra emiliano zapata, nehe bri fädi ngu ra atila nuna bri nju̱tsi [...] nu'a bi fädi ngu mi he̱gi ya b'e̱go ne'a bi mä da uni da nja pa gatho, ingi jot'i [...]"
nu'u̱ to'o ñä ra ndenzä ha r'e̱t'a ma r'at'o ya estados.	Nthu̱ to'o ñä ra nthe̱nthä ha r'e̱t'a ma r'at'o ya estados.
nub'u̱ ri m'e̱hni ne ri b'e̱go ya ñämfo̱ bi juat'i ko ngekagihe ne bi tso̱ho̱ ra gabida ra thuhu ra hernán cortés, maske indi pädihe ge gatho da za da o̱t'e ne xi ra nzunda maría trinidad,	Nub'ú ri m'ehni ne ri b'ehgo ya ñämfo̱ bi juat'i ko ngekagihe ne bi tso̱ho̱ ra gabida ra thuhu ra Hernán Cortés, maske indi pädihe ge gatho da za da o̱t'e ne xi ra nzunda María Trinidad.
nubia, unga mfädi ha ra ñähñu jamädi ra universidad autónoma del estado de hidalgo.	Nubia, 'na mfädi ha ra ñäñho jamädi ra Universidad Autónoma del Estado de Hidalgo.
nugi, ra miguel hernández ge di pe̱tsi ma ngu nuni chiyauhtzinco, ko ra t'ek'ei di udi ko nge'i, nuna m'e̱hnant'ofo di hoki go tso̱n'i ko nge'i, ma t'ek'ei bo̱nahmu'i nda doctor alonso ruiz, ra nk'ohnate ge gi b'ui nuua ha ra hnini ra quamochtitla.	Nugi, ra Miguel Hernández ge di pe̱tsi ma ngu nuni Chiyauhtzinco, ko ra t'ek'ei di udi ko nge'i, nuna m'e̱hnant'ofo di hoki go tso̱n'i ko nge'i, ma t'ek'ei bo̱nahmu'i nda Doctor Alonso Ruiz, ra nk'ohnate ge gi b'ui nuua ha ra hnini ra Quamochtitla.
nuna he̱m'i bri t'unga mfädi ko ra t'u̱ka nthint'ant'ofo po ra marcelo díaz salas ne ra luis reyes garcía ha: tialtocan, revista de fuentes para el conocimiento de las culturas indígenas de méxico, vol. vi, 1970, b'ede ra 3, pp. 193-212.	Nuna hëmi bri t'unga mfädi ko ra t'uka nthint'ant'otho po ra Marcelo Díaz Salas ne ra Luis Reyes García ha: Tialtocan, Revista de Fuentes para el Conocimiento de las Culturas Indígenas de México, vol. VI, 1970, b'ede ra 3, pp. 193-212.
"nuna hñäpi huts'i ha n'a ra he̱m'i fädi ra derecho canonigo ko ra thuhu hñämfo̱ ngu ra ""solicitación al administrar el sacramento de la confesión""."	"Nuna hñäpi hutsi ha n’a ra hëm’i fädi ra derecho canónico ko ra thuhu hñämfo ngu ra ""solicitación al administrar el sacramento de la confesión""."
nuna m'e̱hna nt'ofo b'e̱tsi ha ra archivo histórico nacional, madrid, documento 165. bi unga mfädi ha ra nt'ofo ya zubi po ra y'ofo ra thuhu ra arthur j. o. anderson et al.: byond the codices: the nahua view of colonial mexico, berkeley, university of california press, 1976, pp. 181-187.	Nuna m’ehna nt’otho b’ets’i ha ra archivo histórico nacional, Madrid, documento 165. Bi unga mfädi ha ra nt’otho ya zubi po ra y’otho ra thuhu ra Arthur J. O. Anderson et al.: Beyond the Codices: The Nahua View of Colonial Mexico, Berkeley, University of California Press, 1976, pp. 181-187.
nuna nt'ofo b'e̱tsi ha ra archivo general de indias, sevilla, audiencia de méxico 168, bi unga dra fädi po ra miguel león-portilla ha cultura en peligro, méxico, alianza editorial mexicana, 1976, pp. 102-103.	Nuna nt’otho b’ëtsi ha ra Archivo General de Indias, Sevilla, Audiencia de México 168, bi unga ra fädi po ra Miguel León-Portilla ha Cultura en Peligro, México, Alianza Editorial Mexicana, 1976, pp. 102-103.
nuna pika he̱m'i ja te mä b'e̱tsi ha ra archivo general de la nación, nuua m'onda ne ja ha ra ndunthi ya hnini, njabu̱ ngu ya nzaya nuni manhyati ne mar'a ya hnini, o̱t'e gi o̱de ra hñä ra mu̱dimehai.	Nuna pika he̱m'i ja te ma b'e̱tsi ha ra Archivo General de la Nación, nuwa m'onda ne ja ha ra ndunthi ya hnini, njabu̱ ngu ya nzaya nuni manhyati ne mar'a ya hnini, o̱t'e gi o̱de ra hñä ra mu̱dimehai.
nuua t'unga yoho ya hmä, kuän'ahmä ya ndeznä ne thuts'i ha n'a ra k'oi mä mäjuäni ri nthe̱ui n'a ya dänga ra thu̱ahmä manteb'u̱, nuua pede nu'a gatho ya ts'othogi bi y'o̱t'a dega fete ra alvarado.	Nwä t'unga yoho ya hmä, kuän'ahmä ya ndeznä ne thuts'i ha n'a ra k'oi mä mäjuäni ri nthe̱ui n'a ya dänga ra thu̱ahmä manteb'u̱, nwä pede nu'a gatho ya ts'othogi bi y'o̱t'a dega fete ra Alvarado.
nuua ya mu̱di noya ra motolinia, ha ra mu̱di nkohi bi t'o̱t'e ko ra thuhu ra tratado tercero ra dänga b´ede ya mu̱dimehai nuua r´ayo manhyati:	Nwua ya mudi nuya ra Motolinia, ha ra mudi nkohi bi t'ot'e ko ra thuhu ra tratado tercero ra dänga b'ede ya mudimehai nwua r'ayo manhyati:
"pa da t'unga mfädi gatho nu'u̱ bi nja, n'a di ge'u̱ ko ngu fe̱ti nu'a majuäni mi hoki mi thutsuabi ya hnei ne ya b'ida. b'u̱i man'a ra mfädi da t'o̱t'a ra nt'udi, nu'a ra thuhu ""fe̱ta nu'a majuäni bi nja nub'u̱ ra tsokat'o̱tamfeni (teatro de la conquista)""."	"Pa da t'unga mfädi gatho nu'u̱ bi nja, n'a di ge'u̱ ko ngu fethi nu'a majuäni mi hoki mi thutsuabi ya hnei ne ya b'ida. B'u̱i man'a ra mfädi da t'o̱t'a ra nt'udi, nu'a ra thuhu ""fetha nu'a majuäni bi nja nub'u̱ ra tsokat'o̱tamfeni (teatro de la conquista)""."
ra europa -mra nxika hai manteb'u̱, mi pe̱tsa n'a ra nxika b'ede-	Ra Europa mra nxkiha hai manteb'u̱, mi pe̱tsa n'a ra nxkiha b'ede.
ra fernando ramírez mä ge nuna hyodi ri nge̱pu̱ habu̱ ja n'a ra nija ra san fernando ne ra ermita dige'a ya mártires dige'a san hipólito,	Ra Fernando Ramírez mä ge nuna hyodi ri nge̱pu̱ habu̱ ja n'a ra nija ra San Fernando ne ra ermita dige'a ya mártires dige'a San Hipólito.
"ra fernando de alva ixtlilxóchitl, fernando de, xiii relación: ""ra ñ'ehe ya ñämfo̱ ne ra fu̱di ra nkanfri ra evangelio""."	"Ra Fernando de Alva Ixtlilxóchitl, Fernando de, XIII Relación: ""Ra ñ'ehe ya ñämfo̱ ne ra fu̱di ra nkanfri ra evangelio""."
ra kuän'ahma ra n luz jiménez bi huts'i ra fernando horkasitas bi unga mfädi ne bi r'atsi nuña hmä), de porfirio díaz zapata, memoria nábuatl de milpa alta, méxico, unam,, instituto de investigaciones históricas, 1974, p. 105	Ra kuän’ahma ra N. Luz Jiménez bi Huts’i ra Fernando Horkasitas bi unga mfädi ne bi r’atsi nuña hmä), de Porfirio Díaz Zapata, Memoria Náhuatl de Milpa Alta, México, UNAM, Instituto de Investigaciones Históricas, 1974, p. 105.
ra raymundo isidro alavez, bi b'u̱i'i nuni ra boxtha chico, san salvador, estado de hidalgo	Ra Raymundo Isidro Alavez, bi b’ui’i nuni ra boxtha Chico, San Salvador, Estado de Hidalgo.
ra hmä ra fundación de santo tomás ajusco, archivo general de la nación, méxico, ramo de tierras vol. 2676, expediente. 4, archivo histórico de la biblioteca nacional de antropología, colección antigua, vol. 254, fojas 259 r.- 260 v.	Ra hmä ra Fundación de Santo Tomás Ajusco, Archivo General de la Nación, México, Ramo de Tierras vol. 2676, expediente. 4, Archivo Histórico de la Biblioteca Nacional de Antropología, Colección Antigua, vol. 254, fojas 259 r.- 260 v.
ra makja mra thuhu ra toribio benavente, motolinia,	ra makxa mra thuhu ra Toribio Benavente, Motolinia,
tlauhquechol: ra ts'ints'u̱ xa ntheni pode ge'a ra flamenco o ra guacamaya, pode ge gatho ra the̱nga ts'ints'u̱ ne dänga.	Tlauhquechol: ra ts'ints'u̱ ja ntheni pode ge'a ra flamenco o ra guacamaya, pode ge gatho ra the̱nga ts'ints'u̱ ne dänga.
xkri tso̱ngä ngosthi, ja hehni ya 'ñu; nä'ä rí ma nxamädo, ha nä'ä rí ma mäbo̱za. antes de	xkri tso̱ngä ngosthi, ja heni ya ñu; nä'ä ri ma nxamädo, ha nä'ä ri ma mäbo̱za. antes de
ya b'e̱go ne ya b'e̱tri di ge'a nu'a ra dänga ndä ra ndada ra thuhu ra esteban de guzmán ra nzaya di gekua m'onda, ra ndada ra hernando pimentel, ra ndada ra antonio cortés, ra ndada xuua (juan) nuna ra mecoyoacan, ra ndada pedro motecuhzoma, me ma r'a ya kuänmi (firmas).	Ya b’ëgo ne ya b’ëtri di ge’a nu’a ra dänga ndä ra ndada ra thuhu ra Esteban de Guzmán ra nzaya di gekua m’onda, ra ndada ra Hernando Pimentel, ra ndada ra Antonio Cortés, ra ndada Xuua (Juan) nuna ra Mecoyoacan, ra ndada Pedro Motecuhzoma, me ma r’a ya kuänmi (firmas).
ya kuän' ahmä xa thogi manteb'u̱e ge xa thäst'i nu'a gatho ra nthandi to'o bi b'e̱di ge xa pu̱ngahñä nuna hmä getbu̱ n'ate ya hñäki ge ñä ya nso̱ho̱ hñäki ne xa y'oni nuna nt'ofo nehe ha ra hñäki yazi xada jä'i , ge'a nuna hñäki fadi ha ra hñämfo ko ra thuhu ra sistema braile.	Ya kuän' ahmä xa thogi manteb'u̱e ge xa thäst'i nu'a gatho ra nthandi to'o bi b'e̱di ge xa pu̱ngahñä nuna hmä getbu̱ n'ate ya hñäki ge ñä ya nso̱ho̱ hñäki ne xa y'oni nuna nt'ofo nehe ha ra hñäki yazi xada jä'i, ge'a nuna hñäki fadi ha ra hñämfo ko ra thuhu ra sistema Braille.
ya r'atsanoya ra sahagán, ndoxjua k'oi florentino, lib. xii, caps. xxix-xli (versión de ángel ma. garibay k.).	Ya r'atsanoya ra Sahagán, ndoxjua k'oi Florentino, lib. XII, caps. XXIX-XLI (versión de Ángel Ma. Garibay K.).
despwés ya desde k'a ra momento ya k'a ya híngi bénya'wi já té bimáhhu̱ k'a ra txarroya'wi	Despuéshä ya desde k’ä ra momento ya k’ä ya hingi béñawi ja te bima’hu̱ k’ä ra txarroyañwi.
despwés ya xo bimu̱fí pe xo diario diario bu̱ ntxúi mitsu̱ k'a ra txarro mi'óbí k'a ra mikwála	Despué́s ya xo bimu̱fí pe xo diario diario bu̱ ntxúi mitsu̱ k'a ra txarro mi'óbí k'a ra mikwála
gopareháhé primero 'á k'a ra parte ánk'ú dínant'í	Gopareháhe primero 'a k'a ra parte 'ank'u dinant'i.
i asta fecha pues ignoro mucho pero másk'ŭ mäjámá más ndímáignorahéwi	I hñä fecha pues ignoro mucho pero másk'ŭ mäjäm'ä más ndí mä ignorahewi.
indu̱odiagí bastante	ñu̱thogi bastante
inga se̱he̱ ra nnthandi ra manhyati ne ra portuguesa nehe ra francesa, inglesa, alemana e italiana,	Inga se̱he̱ ra nthandi ra manhyathi ne ra portuguesa nehe ra francesa, inglesa, alemana e italiana.
k'a mädämé para ke mantenigíhé dígothó mäbähtsí pues ni modo dísufréhé	k’a mädäme para ke mantenigihe dígothó mäbätsi pues ni modo disufrehe
kómá'u̱té ya fuente níhí	kómá'ute ya fuente ñuhi
ne bi unbabi ndunthi ya baba, bi enbabi ge mi ne da ñäui ra ndä (emperador) mi b'u̱i nuni manhyati, ne da häni ra dänga ts'ofo ra evangelio,	Nde bi unbabi ndunthi ya baba, bi enbabi ge mi nde da ñäwi ra ndä (emperador) mi b'ui nuni manhyathi, nde da häni ra dänga ts'ofo ra evangelio,
normalmente góho	Normalmenthe góho
panteón ga dó	pantheon ga do
pero de sesenta pantsíthá pa gothók'ŭ kompletamente xathó ndímáfădihé	Pero de sesenta pantzítha pa gothoki completamente xatho ndímafadhihe.
pero eso sí binúhgí mängŭhé kada ná	Pero 'ñätho bíhñu mängu̱hë kada nä.
"po nuya ja'i to'o mi pede ge fädi ko ra thuhu ya ""cronistas de las indias"""	"po nuya ja’i to’o mi pe̱de̱ ge̱ fädi ko ra thuhu ya ""cronistas de las indias"""
pues este kábádá balewa este mínimo siento sinkwenta	Pues este kábada balewa este mínimo siento sinkuenta
pues nimodo bisufré k'a más ante mäabwelitahé komo mbu̱i enkahoso ra ntsoya	Pues ni modo bi sufre k'a más ante ma mbelithahe komo mbui enka hoso ra nts'oya
ra nku̱t'i ra huahni ne ya ñ'udi nthutsi ra agustin yáñez 2da. edición. biblioteca del estudiante universitario, unam, 1950.	Ra ncut'i ra huäni ne ya ñudi nthutsi ra Agustin Yáñez 2da. edición. Biblioteca del Estudiante Universitario, UNAM, 1950.
solamente ya riko alkansabi	Solamente ya riko alkansabi
xi ra tí na ta komedór 'á itsí na ta alimento k'a ra ndăni	Xi ra ti na tha komedor 'a its'i na tha alimento k'a ra ndäni.
xo mitahá ra ntsoya mitá sínko pesos ra béhña dos sinkwenta	Jwä mit'aha ra nts'o̱ya mit'a hño̱tho pesos ra béhña dos sinkwenta
xo taja mä sesenta wik'a taja mä sesenta bitahkíhéya'wik'a	Jo̱ t'aja ma̱h se̱hnta wi̱k'a t'aja ma̱h se̱hnta bita̱hk'ihe̱ya'wik'a
á panteón ga dó níhí	ʔa panteón ga do̱ nihi̱
ñúdigehña dabadihíya' razo''ya' mientra más dandu̱hté	ñudi̱gehnä dämadi̱hí mä räzo̱ mä miéntra más dändu̱hte̱
-nu'u̱ dige'u̱ b'u̱i nuni maxey (tolimán ne amealco), dige'u̱ temoaya nuni ra ra hyodi estado de méxico ne mar'a ya hyodi nuni puebla ne veracruz	Ñuhu digehu b'ui nuni maxei (Tolimán ne Amealco), digehu Temoaya nuni ra ra hiode Estado de México ne mar'a ya hiode nuni Puebla ne Veracruz.
ne mätahekitho di ja getbu̱, ra hñäpi ra joel martinez hernández ne ra hotho thuahmä ra natalio hernández xocoyotzin, nuya yoho ya xahnate ri ñ'ehe ya y'u̱ dige'u̱ ya ndeznä.	Ne mätaheki hño di ja getbu̱, ra hñäpi ra Joel Martínez Hernández ne ra hotho thuahmä ra Natalio Hernández Xocoyotzin, nuya yoho ya xahnate ri ñ'ehe ya y'u̱ dige'u̱ ya ndeznä.
"-n'ate pa n'a ra zänä de ra r'e̱t'a ma hñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi hoki ra xihuitl o ""ra m'ede ra je̱ya"""	"Nate pa na ra zänä de ra r'eta ma hñäto ""zänä"" mi zota ya munci ya nate ya pa ge mi hoki ra xihuitl o ""ra m'ede ra jeya"""
bi ma di gepu̱ ham''u̱ ra ngo pa da ts'ithe ya it'adehe (Tlahuano) ba po̱ni nubu̱ tlapechhuan. mra ngo ra Izcalli.	Bi ma di hñepu̱ hamu̱ ra ngo pa da ts'ithe ya it'adehe (Tlahuano) ba po̱ni nubu̱ tlapechhuan. Mra ngo ra Izcalli.
bi mu̱di da hyoka ya t'u̱kats'u̱fabo̱ja. ge'a ra ntuhni bi nja nuni Coyohuehuetzin ne ma goho ba nja.	Bi mudi da ñoka ya thuhkatthufaboja. Ge'a ra ntuhni bi nja nuni Coyohuehuetzin ne ma goho ba nja.
bri tho ra cuauhnochtli, ra gabida tlacatecco, ra cuapan, ra gabida huitznáhuac, ra makja Amantlan, ne ra makja tlacopan.	B’ri to ra kuau̱noxtli, ra ngabi̱da tlakathek’o, ra kuapan, ra ngabi̱da wit͜sna̱wak, ra makxa̱ Amantlan, ne ra makxa̱ tlakopan.
bri ts'u̱tuabi ha ra y'u̱ga n'a ra nto̱de dega t'u̱ka hoga do dega chalchihuite: made mi huts'i n'a ra tsant'i dega k'astaboja.	B'ri ts'utuabi ha ra y'uga n'a ra nt'ode dega t'uka hoga do dega chalchihuite: made mi hutsi n'a ra tsant'i dega k'astaboja.
Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra ndä nuni tlaxcala.	Castañeda, ra tu̱ ra Akuiyahualkatekuhtli, m ra ndä nuni Tlaxcala.
Coaíhuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats' okamfeni.	Kuaíhuitl mra habida ndetsnä nuya mapa digea ra t'ot'ats' okamfeni.
di gepu̱ ba koi pa nuni ra Xochimilco. nubu̱ ba tu ya jä'i ya metlatelolco	Di hñepu̱ ba k'oi pa nuni ra Xochimilco. Nubu̱ ba tu ya jä'i ya Metlatilolco.
ebu̱ ba ehe man'aki ba te̱nga ra t'o̱ho̱ ra thuhu ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ha ra ndo̱m'ihmu.	Ebo̱ ga ehe man'aki ga te̱nga ra t'o̱ho̱ ra thuhu ra Citlaltépec. Tlacopan, nuvia ga o̱t'ra b'o̱i ha ra ndo̱m'ihmu.
ebu̱ bi dädi ra Cihuacóatl:	Ebo̱ bi dädi ra Cihuacóatl:
ebu̱ bi ñä ra Cuauhtémoc bi xipabi ra Cihuacóatl:	Ebo̱ bi ñä ra Kuauhtémoc bi xipabi ra Sihuakóatl:
goho n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca).	Goho n’ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Kuauhnahuac (Cuernavaca).
gue dá nhuat'i mbo ja ra ximhai,	Güi dá ñwät'i mbo ya ra Ximhäi,
i nte ra nge'a, ya hmä huts'i ha ra ndäxjua k'oi ra códice ra ramírez uni nuna b'e̱de mä majuäni ngu mä ra nthe̱ka b'ede ne ra ndädi nu'a ra nänä mra thuhu ra yacotzin, ra nänä ra ixtlilxóchitl,	I nthé ra nge'a, ya hmä huts'i ha ra ndäxjua k'oi ra códice ra Ramírez uni nuna b'ede mä majuäni ngu mä ra nthéka b'ede ne ra ndädi nu'a ra nänä mra thuhu ra Yacotzin, ra nänä ra Ixtlilxóchitl.
inda hyo ko ra ndäxjua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra fernando de alva ixtlilxóchitl.	ʔinda hyo ko ra ndäxjuä ixtlilxóchitl, ra dada ra Nezahualcóyotl ni ko ra Fernando de Alva Ixtlilxóchitl.
k o ya bu̱' bai, ko ya makahuai,	Gó ya bu̱' bä, gó ya makahuai,
mi fudi da t'axka ra xudi ba ts'i, bri thát'a ha n'a ra za mi b'ai ha ra ngu ra Ahuizotzin nuni ra Acatliyacapan.	Mi fudi da t’axka ra xudi ba ts’i, bri thát’a ha n’a ra za mi b’ai ha ra ngu ra Ahuizotzin nuni ra Acatliyacapan.
mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka hai mra thuhu ra Yohualichan.	Mi gúta ra ñ'ú na ra makxa ge'a mra b'efi mi zu nu'a ra mäka hai mra thuhu ra Yohualichan.
mi y'o y'oua, mi tuts'i ya bu̱'bai dega za, ne r'a mi hä dega bo̱ja ne ya mahuai.	Mi y'o y'owa, mi t'utsi ya bu'bai dega za, ne ra mi hä dega boja ne ya mahuai.
mra ngu ra Aztautzin ge'a mi ja getbu̱ nuni ra Amáxac.	Mä ra ngu ra Aztautzin ge'a mi ja get’bu̱ nuni ra Amáxac.
n'a ra hyo ne man'a bi xokuabi ra debi. ra Cuauhtemoctzin bri xokuabi ra debi ge'a se̱he̱.	Nda ra hyo ne man'a bi xokuabi ra debi. Ra Cuauhtemoctzin bri xokuabi ra debi ge'a se̱he̱.
ne m'e̱fa bi ma xki häki ya he dega magabi, ñätsi bi ntsaya ra mahuai ne ra bu̱'bai, bri njonda ya bo̱nahmu nuni Acachinanco.	Ne m’efa bi ma xki häki ya he dega magabi, ñätsi bi ntsaya ra mahuai ne ra bu'bai, bri njonda ya bonahmu nuni Acachinanco.
ne njabu̱ bri t'ot'e nehe ko mar'a ya bo̱nahmu mi pe̱tsi ra t'u̱ka tsu̱tui ha ya t'u̱ka hnini, nuyu̱ to'o mi b'e̱pi da t'o̱t'e ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca nehe mar'a ya bo̱nahmu mar'a ya t'u̱ka hnini habu̱ bi guat'i ya nduste, ya dumanthuhu dega k'astaboja, ge ya thuhu ya kristiano [...]	Ne ñäñho̱ b'ri t'ot'e nehe ko mar'a ya bo̱na hmu mi pe̱tsi ra t'u̱ka tsu̱tui ha ya t'u̱ka ñäñho̱, ñu̱y'u̱ to'o mi b'e̱pi da t'o̱t'e ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca nehe mar'a ya bo̱na hmu mar'a ya t'u̱ka ñäñho̱ habu̱ bi guat'i ya nduste, ya dumanthuhu dega k'astaboja, ge ya thuhu ya kristiano [...]
