Input	Result
"nu'a ra munts'a jä'i bi te̱ni bi zipabi man'a ya b'ede, mi t'ena ge ya jä'i xki b'u̱i nubu̱ inbi pe̱tsi ra ts'e̱di nu'a mi mä pe m'e̱fa bi japi bi nxaxni ya tsu̱tui ne n'a ra diputado mi pe̱tsi ra mfeni xki kot'i mra thuhu ra josé maría lozano, bi y'onga ra hmä pa mar'a ya ñ'oui bi nxanxi: ""ri mo̱te ra thits'i mi udi ra emiliano zapata, nehe bri fädi ngu ra atila nuna bri nju̱tsi [...] nu'a bi fädi ngu mi he̱gi ya b'e̱go ne'a bi mä da uni da nja pa gatho, ingi jot'i [...]"	"Nü'a ra munts'a jä'i bi te̱ni bi zipabi man'a ya b'ede, mi t'ena ge ya jä'i xki b'u̱i nubü inbi pe̱tsi ra ts'e̱di nü'a mi mä pe m'e̱fa bi japi bi nxaxni ya tsü̱tui ne n'a ra diputado mi pe̱i ra mfeni xki kot'i mra thuhu ra José María Lozano, bi y'onga ra hmä pa mar'a ya ñ'oui bi nxanxi: ""Ri mo̱te ra thits'i mi udi ra Emiliano Zapata, nehe bri fädi ngu ra Atila nuna bri njü̱tsi [...] nü'a bi fädi ngu mi he̱gi ya b'e̱go ne'a bi mä da uni da nja pa gatho, ingi jot'i [...]"
nu'u̱ to'o ñä ra ndenzä ha r'e̱t'a ma r'at'o ya estados.	nu'u̱ to'o ñä ra ndenzä ha r'e̱t'a ma r'at'o ya Estados.
"nub'u̱ ri m'e̱hni ne ri b'e̱go ya ñämfo̱ bi juat'i ko ngekagihe ne bi tso̱ho̱ ra gabida ra thuhu ra hernán cortés, maske indi pädihe ge gatho da za da o̱t'e ne xi ra nzunda maría trinidad,"	"Nub'u̱ ri me̱hni ne ri be̱go ya ña̱mfo̱ bi juat'i ko ngekagihe ne bi tso̱ho̱ ra gabida ra thuhu ra Hernán Cortés, maske indi pa̱dihe ge gatho da za da o̱t'e ne xi ra nzunda María Trinidad,"
"nubia, unga mfädi ha ra ñähñu jamädi ra universidad autónoma del estado de hidalgo."	"Nubia, unga mfädi ha ra ñähñu jamädi ra Universidad Autónoma del Estado de Hidalgo."
"nugi, ra miguel hernández ge di pe̱tsi ma ngu nuni chiyauhtzinco, ko ra t'ek'ei di udi ko nge'i, nuna m'e̱hnant'ofo di hoki go tso̱n'i ko nge'i, ma t'ek'ei bo̱nahmu'i nda doctor alonso ruiz, ra nk'ohnate ge gi b'ui nuua ha ra hnini ra quamochtitla."	"Nugi, ra Miguel Hernández ge di pe̱tsi ma ngu nuni Chiyauhtzinco, ko ra t'ek'ei di udi ko nge'i, nuna m'ehnantofo di hoki go tso̱ni ko nge'i, ma t'ek'ei bo̱nahmu'i nda doctor Alonso Ruiz, ra nk'ohnate ge gi b'ui nuua ha ra hnini ra Quamochtitla."
"nuna he̱m'i bri t'unga mfädi ko ra t'u̱ka nthint'ant'ofo po ra marcelo díaz salas ne ra luis reyes garcía ha: tialtocan, revista de fuentes para el conocimiento de las culturas indígenas de méxico, vol. vi, 1970, b'ede ra 3, pp. 193-212."	"Nuna hem'i bri t'unga mfädi ko ra t'u̱ka nthint'ant'ofo po ra Marcelo Díaz Salas ne ra Luis Reyes García ha: Tialtocan, Revista de Fuentes para el Conocimiento de las Culturas Indígenas de México, Vol. VI, 1970, b'ede ra 3, pp. 193-212."
"nuna hñäpi huts'i ha n'a ra he̱m'i fädi ra derecho canonigo ko ra thuhu hñämfo̱ ngu ra ""solicitación al administrar el sacramento de la confesión""."	"Nuna hñäpi huts'i ha n'a ra he̱m'i fädi ra derecho canonigo ko ra thuhu hñämfo̱ ngu ra ""solicitación al administrar el sacramento de la confesión""."
"nuna m'e̱hna nt'ofo b'e̱tsi ha ra archivo histórico nacional, madrid, documento 165. bi unga mfädi ha ra nt'ofo ya zubi po ra y'ofo ra thuhu ra arthur j. o. anderson et al.: byond the codices: the nahua view of colonial mexico, berkeley, university of california press, 1976, pp. 181-187."	"Nuna m'ehna nt'ofö b'etsi ha ra Archivo Histórico Nacional, Madrid, documento 165. Bi unga mfädi ha ra nt'ofö ya zubi po ra y'ofö ra thuhu ra Arthur J. O. Anderson et al.: Beyond the Codices: The Nahua View of Colonial Mexico, Berkeley, University of California Press, 1976, pp. 181-187."
"nuna nt'ofo b'e̱tsi ha ra archivo general de indias, sevilla, audiencia de méxico 168, bi unga dra fädi po ra miguel león-portilla ha cultura en peligro, méxico, alianza editorial mexicana, 1976, pp. 102-103."	"Nuna nt'oho b'e̱tsi ha ra Archivo General de Indias, Sevilla, Audiencia de México 168, bi unga dra fädi po ra Miguel León-Portilla ha Cultura en Peligro, México, Alianza Editorial Mexicana, 1976, pp. 102-103."
"nuna pika he̱m'i ja te mä b'e̱tsi ha ra archivo general de la nación, nuua m'onda ne ja ha ra ndunthi ya hnini, njabu̱ ngu ya nzaya nuni manhyati ne mar'a ya hnini, o̱t'e gi o̱de ra hñä ra mu̱dimehai."	"Nuna pika hem'i ja te ma be̱tsi ha ra Archivo General de la Nación, nuua monda ne ja ha ra ndunthi ya hni̱ni, njabu̱ ngu ya nzaya nuni manhyati ne mar'a ya hni̱ni, o̱te gi o̱de ra hñä ra mu̱dimehai."
"nuua t'unga yoho ya hmä, kuän'ahmä ya ndeznä ne thuts'i ha n'a ra k'oi mä mäjuäni ri nthe̱ui n'a ya dänga ra thu̱ahmä manteb'u̱, nuua pede nu'a gatho ya ts'othogi bi y'o̱t'a dega fete ra alvarado."	"Nüüa t'unga yoho ya hmä, kwän'hmä ya ndeznä ne tuts'i ha n'a ra k'oi mä mäjuäni ri nthe̱üi n'a ya dänga ra thu̱hmä manteb'ü, nüüa pede nü'a gatho ya ts'otogi bi y'ö̱ta dega fete ra Alvarado."
"nuua ya mu̱di noya ra motolinia, ha ra mu̱di nkohi bi t'o̱t'e ko ra thuhu ra tratado tercero ra dänga b´ede ya mu̱dimehai nuua r´ayo manhyati:"	"Nüüa ya mǘdi noya ra motolinia, ha ra mǘdi nkohi bi t'ǫt'ë ko ra thuhu ra tratado tercero ra däŋa b'ede ya mǘdimehai nüüa r'ayo manhyati:"
"pa da t'unga mfädi gatho nu'u̱ bi nja, n'a di ge'u̱ ko ngu fe̱ti nu'a majuäni mi hoki mi thutsuabi ya hnei ne ya b'ida. b'u̱i man'a ra mfädi da t'o̱t'a ra nt'udi, nu'a ra thuhu ""fe̱ta nu'a majuäni bi nja nub'u̱ ra tsokat'o̱tamfeni (teatro de la conquista)""."	"Pa da t'unga mfädi gatho nu'u̱ bi nja, n'a di ge'u̱ ko ngu fe̱ti nu'a majuäni mi hoki mi thutsuabi ya hnei ne ya b'ida. B'u̱i man'a ra mfädi da t'o̱t'a ra nt'udi, nu'a ra thuhu ""fe̱ta nu'a majuäni bi nja nub'u̱ ra tsokat'o̱tamfeni (teatro de la conquista)""."
"ra europa -mra nxika hai manteb'u̱, mi pe̱tsa n'a ra nxika b'ede-"	"Europa -mra nxika hai manteb'u, mi pe̱tsa n'a ra nxika b'ede-"
"ra fernando ramírez mä ge nuna hyodi ri nge̱pu̱ habu̱ ja n'a ra nija ra san fernando ne ra ermita dige'a ya mártires dige'a san hipólito,"	"Ra Fernando Ramírez mä ge nuna jyodi ri ngë̱pü̱ habü̱ ja n'a ra nija ra San Fernando ne ra Ermita Dige'a Ya Mártires Dige'a San Hipólito,"
"ra fernando de alva ixtlilxóchitl, fernando de, xiii relación: ""ra ñ'ehe ya ñämfo̱ ne ra fu̱di ra nkanfri ra evangelio""."	"Ra Fernando de Alva Ixtlilxóchitl, Fernando de, XIII relación: ""Ra ñ'ehe ya ñämfo̱ ne ra fu̱di ra nkanfri ra Evangelio""."
"ra kuän'ahma ra n luz jiménez bi huts'i ra fernando horkasitas bi unga mfädi ne bi r'atsi nuña hmä), de porfirio díaz zapata, memoria nábuatl de milpa alta, méxico, unam,, instituto de investigaciones históricas, 1974, p. 105"	"Ra kuän'ahma ra n luz jiménez bi huts'i ra fernando horkasitas bi unga mfädi ne bi r'atsi nuña hmä, de porfirio díaz zapata, memoria náhuatl de milpa alta, méxico, unam, instituto de investigaciones históricas, 1974, p. 105"
"ra raymundo isidro alavez, bi b'u̱i'i nuni ra boxtha chico, san salvador, estado de hidalgo"	"Ra Raymundo Isidro Alavez, bi bʼuiʼi nuni ra Boxtha Chico, San Salvador, Estado de Hidalgo"
"ra hmä ra fundación de santo tomás ajusco, archivo general de la nación, méxico, ramo de tierras vol. 2676, expediente. 4, archivo histórico de la biblioteca nacional de antropología, colección antigua, vol. 254, fojas 259 r.- 260 v."	"Ra hmä ra Fundación de Santo Tomás Ajusco, Archivo General de la Nación, México, Ramo de Tierras vol. 2676, Expediente 4, Archivo Histórico de la Biblioteca Nacional de Antropología, Colección Antigua, vol. 254, fojas 259 r.- 260 v."
"ra makja mra thuhu ra toribio benavente, motolinia,"	"Ra makja mra t'uhu ra Toribio Benavente, Motolinia,"
"tlauhquechol: ra ts'ints'u̱ xa ntheni pode ge'a ra flamenco o ra guacamaya, pode ge gatho ra the̱nga ts'ints'u̱ ne dänga."	"Tlauhquechol: ra ts'ints'u xa ntheni pode ge'a ra flamenco o ra guacamaya, pode ge gatho ra thenga ts'ints'u ne danga."
"xkri tso̱ngä ngosthi, ja hehni ya 'ñu; nä'ä rí ma nxamädo, ha nä'ä rí ma mäbo̱za. antes de"	"xkri tsongä ngosthi, ja hehni ya 'ñu; nä'ä rí ma nxamädo, ha nä'ä rí ma mäboza. antes de"
"ya b'e̱go ne ya b'e̱tri di ge'a nu'a ra dänga ndä ra ndada ra thuhu ra esteban de guzmán ra nzaya di gekua m'onda, ra ndada ra hernando pimentel, ra ndada ra antonio cortés, ra ndada xuua (juan) nuna ra mecoyoacan, ra ndada pedro motecuhzoma, me ma r'a ya kuänmi (firmas)."	"Ya bʔego ne ya bʔetri di geʔa nuʔa ra däŋga ndä ra ndada ra tʔuhu ra Esteban de Guzmán ra nzaya di gekua mʔonda, ra ndada ra Hernando Pimentel, ra ndada ra Antonio Cortés, ra ndada xuua (Juan) nuna ra Mecoyoacan, ra ndada Pedro Motecuhzoma, me ma rʔa ya kuänmi (firmas)."
"ya kuän' ahmä xa thogi manteb'u̱e ge xa thäst'i nu'a gatho ra nthandi to'o bi b'e̱di ge xa pu̱ngahñä nuna hmä getbu̱ n'ate ya hñäki ge ñä ya nso̱ho̱ hñäki ne xa y'oni nuna nt'ofo nehe ha ra hñäki yazi xada jä'i , ge'a nuna hñäki fadi ha ra hñämfo ko ra thuhu ra sistema braile."	"Ya kuän' ahmä xa thogi manteb'u̱e ge xa thäst'i nu'a gatho ra nthandi to'o bi b'e̱di ge xa pu̱ngahñä nuna hmä getbu̱ n'ate ya hñäki ge ñä ya nso̱ho̱ hñäki ne xa y'oni nuna nt'ofo nehe ha ra hñäki yazi xada jä'i, ge'a nuna hñäki fadi ha ra hñämfo ko ra thuhu ra sistema braille."
"ya r'atsanoya ra sahagán, ndoxjua k'oi florentino, lib. xii, caps. xxix-xli (versión de ángel ma. garibay k.)."	"Ya r'atsanoya ra sahagán, ndoxjua k'oi Florentino, Lib. XII, caps. XXIX-XLI (versión de Ángel M.a Garibay K.)."
despwés ya desde k'a ra momento ya k'a ya híngi bénya'wi já té bimáhhu̱ k'a ra txarroya'wi	Despwés ya desde k'a ra momento ya k'a ya híngi béña'wi já té bimáhhu k'a ra txarroyá'wi
despwés ya xo bimu̱fí pe xo diario diario bu̱ ntxúi mitsu̱ k'a ra txarro mi'óbí k'a ra mikwála	Despwés ya sho bimfi pe sho diario diario bu ntxui mitsu k'a ra txarro miobi k'a ra mikwala
gopareháhé primero 'á k'a ra parte ánk'ú dínant'í	goparehahé prímero 'a k'a ra parte ankú dínant'í
i asta fecha pues ignoro mucho pero másk'ŭ mäjámá más ndímáignorahéwi	i asta fecha pues ignoro mucho pero máskʉ mäǵamá más ndímáignorahéwi
indu̱odiagí bastante	indu̱odiagí báste
"inga se̱he̱ ra nnthandi ra manhyati ne ra portuguesa nehe ra francesa, inglesa, alemana e italiana,"	"inga sehe ra nthandi ra manhyati ne ra portuguesa nehe ra francesa, inglesa, alemana e italiana,"
k'a mädämé para ke mantenigíhé dígothó mäbähtsí pues ni modo dísufréhé	k'a mädamé para ke mantenejíhe dígothó mäbahcí pues ni modo disúfrehe
kómá'u̱té ya fuente níhí	komahnte ya fuente nihí
"ne bi unbabi ndunthi ya baba, bi enbabi ge mi ne da ñäui ra ndä (emperador) mi b'u̱i nuni manhyati, ne da häni ra dänga ts'ofo ra evangelio,"	"Ne bi umbabi ndunthi ya baba, bi enbabi ge mi ne da ñäui ra ndä (emperador) mi b'ui nuni manhyati, ne da hani ra danga ts'ofu ra evangelio,"
normalmente góho	normalmente góho
panteón ga dó	Panteón ga dó
pero de sesenta pantsíthá pa gothók'ŭ kompletamente xathó ndímáfădihé	pero de sesenta pantsitha pa gothok'u kompletamente xatho ndimafadihe
pero eso sí binúhgí mängŭhé kada ná	pero eso sí binhngí mängühé kada ná
"po nuya ja'i to'o mi pede ge fädi ko ra thuhu ya ""cronistas de las indias"""	"po nuya xai to'o mi pede ge fädi ko ra tũhu ya ""cronistas de las indias"""
pues este kábádá balewa este mínimo siento sinkwenta	pues este kabada balewa este minimo siento sinkuenta
pues nimodo bisufré k'a más ante mäabwelitahé komo mbu̱i enkahoso ra ntsoya	pues nimodo bisufré k'a más ante mäabwelitahé komo mbu̱i enkahoso ra ntsoya
"ra nku̱t'i ra huahni ne ya ñ'udi nthutsi ra agustin yáñez 2da. edición. biblioteca del estudiante universitario, unam, 1950."	"Ra nkʉ̱tʼi ra huahni ne ya ɲʉdi nthutsi ra Agustín Yáñez, 2da edición, Biblioteca del Estudiante Universitario, UNAM, 1950."
solamente ya riko alkansabi	solamente ya ríhko alkansabi
xi ra tí na ta komedór 'á itsí na ta alimento k'a ra ndăni	Xi ra tí na ta komedor 'á itsí na ta alimento k'a ra ndani
xo mitahá ra ntsoya mitá sínko pesos ra béhña dos sinkwenta	Xo mitahá ra ntsoya mitá sinko pesos ra behña dos sinkuenta
xo taja mä sesenta wik'a taja mä sesenta bitahkíhéya'wik'a	Xo tajha mä sesenta hik'a tajha mä sesenta bitaxkíhéya'wik'a
á panteón ga dó níhí	á bpantéon ga dó níhí
ñúdigehña dabadihíya' razo''ya' mientra más dandu̱hté	ñiidigehña dabadihíya' razó''ya' mientra máas dandu̱hté
"-nu'u̱ dige'u̱ b'u̱i nuni maxey (tolimán ne amealco), dige'u̱ temoaya nuni ra ra hyodi estado de méxico ne mar'a ya hyodi nuni puebla ne veracruz"	"nu'u̱ dige'u̱ b'ui nuni maxei (Tolimán ne Amealco), dige'u̱ temoaya nuni ra ra hyodi Estado de México ne mar'a ya hyodi nuni Puebla ne Veracruz"
"ne mätahekitho di ja getbu̱, ra hñäpi ra joel martinez hernández ne ra hotho thuahmä ra natalio hernández xocoyotzin, nuya yoho ya xahnate ri ñ'ehe ya y'u̱ dige'u̱ ya ndeznä."	"Ne mätahekitho di ja getbū, ra hñäpi ra Joel Martínez Hernández ne ra hotho thuahmä ra Natalio Hernández Xocoyotzin, nuya yoho ya xahnate ri ñ'ehe ya y'ū dige'ū ya ndeznä."
"-n'ate pa n'a ra zänä de ra r'e̱t'a ma hñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi hoki ra xihuitl o ""ra m'ede ra je̱ya"""	"N'ate pa n'a ra tsänä de ra r'ët'a ma hñäto ""tsänä"" mi tsota ya munts'i ya n'ate ya pa ge mi hoki ra sihui tl o ""ra m'ede ra héya"""
bi ma di gepu̱ ham''u̱ ra ngo pa da ts'ithe ya it'adehe (Tlahuano) ba po̱ni nubu̱ tlapechhuan. mra ngo ra Izcalli.	bi ma di gepṵ hamʔṵ ra ŋo pa da ts'itʰe ya it'adeʰe (Tlahuano) ba poṵni nubṵ tlapečʰuan. mra ŋo ra Izcālli.
bi mu̱di da hyoka ya t'u̱kats'u̱fabo̱ja. ge'a ra ntuhni bi nja nuni Coyohuehuetzin ne ma goho ba nja.	Bi mu̱di da joka ya t'ukats'ufabo̱dʒa. Ge'a ra ntuxni bi ɲa nuni Coyohuehuetzin ne ma goho ba ɲa.
"bri tho ra cuauhnochtli, ra gabida tlacatecco, ra cuapan, ra gabida huitznáhuac, ra makja Amantlan, ne ra makja tlacopan."	"bri tho ra cuauhnochtli, ra gabida tlacatecco, ra cuapan, ra gabida huitznáhuac, ra makja Amantlan, ne ra makja tlacopan."
bri ts'u̱tuabi ha ra y'u̱ga n'a ra nto̱de dega t'u̱ka hoga do dega chalchihuite: made mi huts'i n'a ra tsant'i dega k'astaboja.	bri ts'utuabi ha ra y'uga n'a ra ntode dega t'uka hoga do dega chalchihuite: made mi huts'i n'a ra tsanti dega k'astaboja
"Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra ndä nuni tlaxcala."	"Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra ndä nuni Tlaxcala."
Coaíhuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats' okamfeni.	Coaihuitl mra gabida ndeznä nuya mapa digea ra tohtatsʼ okamfeni
di gepu̱ ba koi pa nuni ra Xochimilco. nubu̱ ba tu ya jä'i ya metlatelolco	Di hëpũ ba koi pa nuni ra Xochimilco. Nubũ ba tu ya jä'i ya Metlatelolco
"ebu̱ ba ehe man'aki ba te̱nga ra t'o̱ho̱ ra thuhu ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ha ra ndo̱m'ihmu."	"Ebu̱ ba ehe man'aki ba te̱nga ra t'o̱ho̱ ra thuhu ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ha ra ndo̱m'ihmu."
ebu̱ bi dädi ra Cihuacóatl:	Ebu̱ bi dädi ra Cihuacóatl
ebu̱ bi ñä ra Cuauhtémoc bi xipabi ra Cihuacóatl:	Ebu̱ bi ñä ra Cuauhtémoc bi xipabi ra Cihuacóatl
"goho n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca)."	"Ngo̱ho n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca)."
"gue dá nhuat'i mbo ja ra ximhai,"	"nde dá ñuat'i mbo xa ra ximhai,"
"i nte ra nge'a, ya hmä huts'i ha ra ndäxjua k'oi ra códice ra ramírez uni nuna b'e̱de mä majuäni ngu mä ra nthe̱ka b'ede ne ra ndädi nu'a ra nänä mra thuhu ra yacotzin, ra nänä ra ixtlilxóchitl,"	"i nte ra ngē'a, ya hmä huts'i ha ra ndäxjua k'oi ra códice ra ramírez uni nuna b'ēde mä majuäni ngu mä ra nthēka b'ede ne ra ndädi nu'a ra nänä mra thuhu ra yacotzin, ra nänä ra ixtlilxóchitl,"
"inda hyo ko ra ndäxjua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra fernando de alva ixtlilxóchitl."	"inda hyo ko ra ndäxjua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra Fernando de Alva Ixtlilxóchitl."
"k o ya bu̱' bai, ko ya makahuai,"	"kʉ ya bu̱ʔ bai, kʉ ya makahuai,"
"mi fudi da t'axka ra xudi ba ts'i, bri thát'a ha n'a ra za mi b'ai ha ra ngu ra Ahuizotzin nuni ra Acatliyacapan."	"mi hudi da tʼaxka ra xudi ba tsʼi, bri thátʼa ha nʼa ra za mi bʼai ha ra ngu ra Ahuizotzin nuni ra Acatliyacapan."
mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka hai mra thuhu ra Yohualichan.	mi ht'a ra ñ'u na ra makya ge'a mra befi mi zu nu'a ra maka hai mra tuhu ra Yohualichan.
"mi y'o y'oua, mi tuts'i ya bu̱'bai dega za, ne r'a mi hä dega bo̱ja ne ya mahuai."	"mi y'o y'oua, mi tuts'i ya bu̱'bai dega za, ne r'a mi hä dega bo̱ja ne ya mahuai."
mra ngu ra Aztautzin ge'a mi ja getbu̱ nuni ra Amáxac.	mra ngu ra Aztautzin ge'a mi xa getbũ̈ nuni ra Amáxac.
n'a ra hyo ne man'a bi xokuabi ra debi. ra Cuauhtemoctzin bri xokuabi ra debi ge'a se̱he̱.	N'a ra hyo ne man'a bi xokuabi ra debi. Ra Cuauhtémoc bri xokuabi ra debi ge'a sehe.
"ne m'e̱fa bi ma xki häki ya he dega magabi, ñätsi bi ntsaya ra mahuai ne ra bu̱'bai, bri njonda ya bo̱nahmu nuni Acachinanco."	"Ne m'efa bi ma xki haki ya he dega magabi, ñatsi bi ntsaya ra mahuai ne ra bu'bai, bri njonda ya bonahmu nuni Acachinanco."
"ne njabu̱ bri t'ot'e nehe ko mar'a ya bo̱nahmu mi pe̱tsi ra t'u̱ka tsu̱tui ha ya t'u̱ka hnini, nuyu̱ to'o mi b'e̱pi da t'o̱t'e ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca nehe mar'a ya bo̱nahmu mar'a ya t'u̱ka hnini habu̱ bi guat'i ya nduste, ya dumanthuhu dega k'astaboja, ge ya thuhu ya kristiano [...]"	"ne njabu̱ bri t'ote nehe ko mar'a ya bonahmu mi petsi ra tu̱ka tsutui ha ya tu̱ka hnini, nuyu̱ to'o mi be̱pi da tote ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca nehe mar'a ya bonahmu mar'a ya tu̱ka hnini habu̱ bi guati ya nduste, ya dumanthuhu dega k'astaboja, ge ya thuhu ya kristiano [...]"
