Input	Result
"nub'u̱ ri m'e̱hni ne ri b'e̱go ya ñämfo̱ bi juat'i ko ngekagihe ne bi tso̱ho̱ ra gabida ra thuhu ra hernán cortés, maske indi pädihe ge gatho da za da o̱t'e ne xi ra nzunda maría trinidad,"	"nub'u̱ ri m'e̱hni ne ri b'e̱go ya ñämfo̱ bi juat'i ko ngekagihe ne bi tso̱ho̱ ra gabida ra tuhu ra Hernán Cortés, maske indi pädihe ge gatho da sa da o̱t'e ne xi ra nsunda María Trinidad,"
"nubia, unga mfädi ha ra ñähñu jamädi ra universidad autónoma del estado de hidalgo."	"Nubia, unga mfädi ha ra ñähñu jamädi ra Universidad Autónoma del Estado de Hidalgo."
"nugi, ra miguel hernández ge di pe̱tsi ma ngu nuni chiyauhtzinco, ko ra t'ek'ei di udi ko nge'i, nuna m'e̱hnant'ofo di hoki go tso̱n'i ko nge'i, ma t'ek'ei bo̱nahmu'i nda doctor alonso ruiz, ra nk'ohnate ge gi b'ui nuua ha ra hnini ra quamochtitla."	"Nugi, ra Miguel Hernández ge di petsi ma ngu nuni Chiyauhtzinco, ko ra tek'ei di udi ko nge'i, nuna mehnant'ofo di hoki go tson'i ko nge'i, ma tek'ei bonahmui nda Doctor Alonso Ruiz, ra nk'ohnate ge gi b'ui nuua ha ra hnini ra Quamochtitla."
"nuna he̱m'i bri t'unga mfädi ko ra t'u̱ka nthint'ant'ofo po ra marcelo díaz salas ne ra luis reyes garcía ha: tialtocan, revista de fuentes para el conocimiento de las culturas indígenas de méxico, vol. vi, 1970, b'ede ra 3, pp. 193-212."	"Nuna he̱m'i bri t'unga mfädi ko ra t'u̱ka nthint'ant'ofo po ra Marcelo Díaz Salas ne ra Luis Reyes García ha: Tialtocan, revista de fuentes para el conocimiento de las culturas indígenas de México, vol. vi, 1970, b'ede ra 3, pp. 193-212."
"nuna hñäpi huts'i ha n'a ra he̱m'i fädi ra derecho canonigo ko ra thuhu hñämfo̱ ngu ra ""solicitación al administrar el sacramento de la confesión""."	"nuna hñäpi huts'i ha n'a ra he̱m'i fädi ra derecho canónigo ko ra tuhu hñämfo̱ ngu ra ""solicitación al administrar el sacramento de la confesión""."
"nuna m'e̱hna nt'ofo b'e̱tsi ha ra archivo histórico nacional, madrid, documento 165. bi unga mfädi ha ra nt'ofo ya zubi po ra y'ofo ra thuhu ra arthur j. o. anderson et al.: byond the codices: the nahua view of colonial mexico, berkeley, university of california press, 1976, pp. 181-187."	"Nuna m'éhna nt'ofo b'étsi ha ra archivo histórico nacional, Madrid, documento 165. Bi unga mfädi ha ra nt'ofo ya zubi po ra y'ofo ra Thuhu ra Arthur J. O. Anderson et al.: Beyond the Codices: The Nahua View of Colonial Mexico, Berkeley, University of California Press, 1976, pp. 181-187."
"nuna nt'ofo b'e̱tsi ha ra archivo general de indias, sevilla, audiencia de méxico 168, bi unga dra fädi po ra miguel león-portilla ha cultura en peligro, méxico, alianza editorial mexicana, 1976, pp. 102-103."	"Nuna nt'ofo b'e̱tsi ha ra archivo general de Indias, Sevilla, audiencia de México 168, bi unga dra fädi po ra Miguel León-Portilla ha cultura en peligro, México, Alianza Editorial Mexicana, 1976, pp. 102-103."
"nuna pika he̱m'i ja te mä b'e̱tsi ha ra archivo general de la nación, nuua m'onda ne ja ha ra ndunthi ya hnini, njabu̱ ngu ya nzaya nuni manhyati ne mar'a ya hnini, o̱t'e gi o̱de ra hñä ra mu̱dimehai."	"nuna pika he̱m'i ja te mä b'e̱tsi ha ra archivo general de la nación, nuua m'onda ne ja ha ra ndunthi ya hnini, njabu̱ ngu ya nzaya nuni manhyati ne mar'a ya hnini, o̱t'e gi o̱de ra hñä ra mu̱dimehai."
"nuua t'unga yoho ya hmä, kuän'ahmä ya ndeznä ne thuts'i ha n'a ra k'oi mä mäjuäni ri nthe̱ui n'a ya dänga ra thu̱ahmä manteb'u̱, nuua pede nu'a gatho ya ts'othogi bi y'o̱t'a dega fete ra alvarado."	"nuwa t'unga yoho ya hmä, kuän'ahmä ya ndeznä ne ts'uts'i ha n'a ra k'oi mä mähuäni ri nthe̱wi n'a ya dänga ra thu̱ahmä manteb'u̱, nuwa pede nu'a gatho ya ts'othogi bi y'o̱t'a dega fete ra albarado."
"nuua ya mu̱di noya ra motolinia, ha ra mu̱di nkohi bi t'o̱t'e ko ra thuhu ra tratado tercero ra dänga b´ede ya mu̱dimehai nuua r´ayo manhyati:"	"Nuwa ya mudi noya ra motolinia, ha ra mudi ñohi bi t'o̱t'e ko ra tuhu ra tratado tercero ra danga b'ede ya mudi mehai nuwa r'ayo manhyati."
"pa da t'unga mfädi gatho nu'u̱ bi nja, n'a di ge'u̱ ko ngu fe̱ti nu'a majuäni mi hoki mi thutsuabi ya hnei ne ya b'ida. b'u̱i man'a ra mfädi da t'o̱t'a ra nt'udi, nu'a ra thuhu ""fe̱ta nu'a majuäni bi nja nub'u̱ ra tsokat'o̱tamfeni (teatro de la conquista)""."	"pa da t'unga mfädi gatho nu'u bi nja, n'a di ge'u̱ ko ngu fe̱ti nu'a majwäni mi hoki mi thucuabi ya hnei ne ya b'ida. b'u̱i man'a ra mfädi da t'o̱t'a ra nt'udi, nu'a ra thuhu ""fe̱ta nu'a majwäni bi nja nub'u̱ ra tsokat'o̱tamfeni (teatro de la conquista)""."
"ra europa -mra nxika hai manteb'u̱, mi pe̱tsa n'a ra nxika b'ede-"	"ra Europa -mra nxiha hai manteb'u̱, mi pe̱tsa n'a ra nxiha b'ede-"
"ra fernando ramírez mä ge nuna hyodi ri nge̱pu̱ habu̱ ja n'a ra nija ra san fernando ne ra ermita dige'a ya mártires dige'a san hipólito,"	Ra Fernando Ramírez mä ge nuna hyodi ri nge̱pu̱ habu̱ ja n'a ra nija ra San Fernando ne ra ermita dige'a ya mártires dige'a San Hipólito.
"ra fernando de alva ixtlilxóchitl, fernando de, xiii relación: ""ra ñ'ehe ya ñämfo̱ ne ra fu̱di ra nkanfri ra evangelio""."	"ra Fernando de Alva Ixtlilxóchitl, Fernando de, xiii relación: ""ra ñ'ehe ya ñämfo̱ ne ra fu̱di ra nkanfri ra evangelio""."
"ra kuän'ahma ra n luz jiménez bi huts'i ra fernando horkasitas bi unga mfädi ne bi r'atsi nuña hmä), de porfirio díaz zapata, memoria nábuatl de milpa alta, méxico, unam,, instituto de investigaciones históricas, 1974, p. 105"	"Ra kuän'ahma ra n luz Jiménez bi huts'i ra Fernando Horkasitas bi unga mfädi ne bi r'atsi nuña hmä), de Porfirio Díaz Zapata, memoria náhuatl de Milpa Alta, México, UNAM, Instituto de Investigaciones Históricas, 1974, p. 105."
"ra raymundo isidro alavez, bi b'u̱i'i nuni ra boxtha chico, san salvador, estado de hidalgo"	"Ra Raymundo Isidro Alavez, bi b'u̱i'i nuni ra boxtha chico, San Salvador, Estado de Hidalgo."
"ra hmä ra fundación de santo tomás ajusco, archivo general de la nación, méxico, ramo de tierras vol. 2676, expediente. 4, archivo histórico de la biblioteca nacional de antropología, colección antigua, vol. 254, fojas 259 r.- 260 v."	"Ra hmä ra Fundación de Santo Tomás Ajusco, Archivo General de la Nación, México, Ramo de Tierras vol. 2676, expediente. 4, Archivo Histórico de la Biblioteca Nacional de Antropología, Colección Antigua, vol. 254, fojas 259 r.- 260 v."
"ra makja mra thuhu ra toribio benavente, motolinia,"	"ra makha mra tuhu ra toribio benavente, motolinia,"
"tlauhquechol: ra ts'ints'u̱ xa ntheni pode ge'a ra flamenco o ra guacamaya, pode ge gatho ra the̱nga ts'ints'u̱ ne dänga."	"Tlauhquechol: ra tsints'u xa ntheni pode ge'a ra flamenco o ra guacamaya, pode ge gatho ra thenga tsints'u ne danga."
"xkri tso̱ngä ngosthi, ja hehni ya 'ñu; nä'ä rí ma nxamädo, ha nä'ä rí ma mäbo̱za. antes de"	"xkri tso̱ngä ngosthi, ja hehni ya 'ñu; nä'ä rí ma nxamädo, ha nä'ä rí ma mäbo̱za. antes de"
"ya b'e̱go ne ya b'e̱tri di ge'a nu'a ra dänga ndä ra ndada ra thuhu ra esteban de guzmán ra nzaya di gekua m'onda, ra ndada ra hernando pimentel, ra ndada ra antonio cortés, ra ndada xuua (juan) nuna ra mecoyoacan, ra ndada pedro motecuhzoma, me ma r'a ya kuänmi (firmas)."	"ya b'ego ne ya b'etri di ge'a nu'a ra danga nda ra ndada ra tuhu ra Esteban de Guzmán ra nzaya di gekua m'onda, ra ndada ra Hernando Pimentel, ra ndada ra Antonio Cortés, ra ndada xua (Juan) nuna ra Mecoyoacan, ra ndada Pedro Motecuhzoma, me ma r'a ya kwanmi (firmas)."
"ya kuän' ahmä xa thogi manteb'u̱e ge xa thäst'i nu'a gatho ra nthandi to'o bi b'e̱di ge xa pu̱ngahñä nuna hmä getbu̱ n'ate ya hñäki ge ñä ya nso̱ho̱ hñäki ne xa y'oni nuna nt'ofo nehe ha ra hñäki yazi xada jä'i , ge'a nuna hñäki fadi ha ra hñämfo ko ra thuhu ra sistema braile."	"ya kuän' ahmä xa thogi manteb'u̱e ge xa thäst'i nu'a gatho ra nthandi to'o bi b'e̱di ge xa pu̱ngahñä nuna hmä getbu̱ n'ate ya hñäki ge ñä ya nso̱ho̱ hñäki ne xa y'oni nuna nt'ofo nehe ha ra hñäki yazi xada jä'i , ge'a nuna hñäki fadi ha ra hñämfo ko ra thuhu ra sistema braille."
"ya r'atsanoya ra sahagán, ndoxjua k'oi florentino, lib. xii, caps. xxix-xli (versión de ángel ma. garibay k.)."	"ya r'atsanoya ra Sahagán, ndoxhua k'oi Florentino, lib. xii, caps. xxix-xli (versión de Ángel Ma. Garibay K.)."
despwés ya desde k'a ra momento ya k'a ya híngi bénya'wi já té bimáhhu̱ k'a ra txarroya'wi	despwés ya desde k'a ra momento ya k'a ya híngi bénya'wi já té bimáhhu k'a ra charroya'wi
despwés ya xo bimu̱fí pe xo diario diario bu̱ ntxúi mitsu̱ k'a ra txarro mi'óbí k'a ra mikwála	después ya jo bimufí pe jo diario diario bu ntsúi mitsu k'a ra charro mi'óbí k'a ra mikuála
gopareháhé primero 'á k'a ra parte ánk'ú dínant'í	Gopareháhé primero 'á k'a ra parte ánk'ú dinant'í
i asta fecha pues ignoro mucho pero másk'ŭ mäjámá más ndímáignorahéwi	i hasta fecha pues ignoro mucho pero másk'ŭ mäjámá más ndímáignorahéwi
indu̱odiagí bastante	indu̱odiagí baste
"inga se̱he̱ ra nnthandi ra manhyati ne ra portuguesa nehe ra francesa, inglesa, alemana e italiana,"	"inga sehe ra nnthandi ra manhyati ne ra portuguesa nehe ra francesa, inglesa, alemana e italiana,"
k'a mädämé para ke mantenigíhé dígothó mäbähtsí pues ni modo dísufréhé	k'a mädämé para ke mantenigíhé dígothó mäbähtsí pues ni modo dísufréhé
kómá'u̱té ya fuente níhí	kómá'wé ya fuente níhí
"ne bi unbabi ndunthi ya baba, bi enbabi ge mi ne da ñäui ra ndä (emperador) mi b'u̱i nuni manhyati, ne da häni ra dänga ts'ofo ra evangelio,"	"Ne bi unvavi ndunthi ya baba, bi envavi ge mi ne da ñäui ra ndä (emperador) mi b'u̱i nuni manhyati, ne da häni ra dänga ts'ofo ra evangelio."
normalmente góho	normalmente góho
panteón ga dó	Panteón ga do
pero de sesenta pantsíthá pa gothók'ŭ kompletamente xathó ndímáfădihé	pero de sesenta pantsíthá pa gotók'ŭ completamente xató ndímáfădihé
pero eso sí binúhgí mängŭhé kada ná	pero eso sí binúhgi manguhé cada ná
"po nuya ja'i to'o mi pede ge fädi ko ra thuhu ya ""cronistas de las indias"""	"po nuya ja'i to'o mi pede ge fädi ko ra tuhu ya ""cronistas de las indias"""
pues este kábádá balewa este mínimo siento sinkwenta	Pues este kábaá balewa este mínimo siento sinkwenta
pues nimodo bisufré k'a más ante mäabwelitahé komo mbu̱i enkahoso ra ntsoya	pues nimodo bisufré k'a más ante mäbwelitahé como mbwi enkahoso ra ntsoya
"ra nku̱t'i ra huahni ne ya ñ'udi nthutsi ra agustin yáñez 2da. edición. biblioteca del estudiante universitario, unam, 1950."	"Ra nku̱t'i ra huahni ne ya ñ'udi nthutsi ra Agustín Yáñez 2da. edición. Biblioteca del Estudiante Universitario, UNAM, 1950."
solamente ya riko alkansabi	Solamente ya rico alcanzabi
xi ra tí na ta komedór 'á itsí na ta alimento k'a ra ndăni	xi ra ti na ta comedór 'á itsí na ta alimento k'a ra ndani
xo mitahá ra ntsoya mitá sínko pesos ra béhña dos sinkwenta	xo mitahá ra ntsoya mitá cinco pesos ra béhña dos cincuenta
xo taja mä sesenta wik'a taja mä sesenta bitahkíhéya'wik'a	xo taha mä sesenta wik'a taha mä sesenta bitahkíhéya'wik'a
á panteón ga dó níhí	á panteón ga dó níhí
ñúdigehña dabadihíya' razo''ya' mientra más dandu̱hté	ñúdigeña dabadihíya' razo'ya' mientra más dandu̱hté
"-nu'u̱ dige'u̱ b'u̱i nuni maxey (tolimán ne amealco), dige'u̱ temoaya nuni ra ra hyodi estado de méxico ne mar'a ya hyodi nuni puebla ne veracruz"	"-nu'u dige'u b'i nuni maxei (tolimán ne amealco), dige'u temoaya nuni ra ra jyodi estado de méxico ne mar'a ya jyodi nuni puebla ne veracruz"
"ne mätahekitho di ja getbu̱, ra hñäpi ra joel martinez hernández ne ra hotho thuahmä ra natalio hernández xocoyotzin, nuya yoho ya xahnate ri ñ'ehe ya y'u̱ dige'u̱ ya ndeznä."	"Ne mätahekitho di ja getbu̱, ra hñäpi ra Joel Martínez Hernández ne ra hotho tuahmä ra Natalio Hernández Xocoyotzin, nuya yoho ya Xahnate ri ñ'ehe ya y'u̱ dige'u̱ ya ndeznä."
"-n'ate pa n'a ra zänä de ra r'e̱t'a ma hñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi hoki ra xihuitl o ""ra m'ede ra je̱ya"""	"N'ate pa n'a ra sänä de ra r'e̱t'a ma hñäto ""sänä"" mi söta ya munts'i ya n'ate ya pa ge mi hoki ra xiwitl o ""ra m'ede ra he̱ya"""
bi ma di gepu̱ ham''u̱ ra ngo pa da ts'ithe ya it'adehe (Tlahuano) ba po̱ni nubu̱ tlapechhuan. mra ngo ra Izcalli.	Bi ma di gepu ham'u ra ngo pa da ts'ithe ya it'adehe (Tlahuano) ba po̱ni nubu tlapechhuan. Mra ngo ra Izcalli.
bi mu̱di da hyoka ya t'u̱kats'u̱fabo̱ja. ge'a ra ntuhni bi nja nuni Coyohuehuetzin ne ma goho ba nja.	bi mudi da hyoka ya t'u̱kats'u̱fabo̱ha. ge'a ra ntuhni bi nja nuni Coyohuehuetzin ne ma goho ba nja.
"bri tho ra cuauhnochtli, ra gabida tlacatecco, ra cuapan, ra gabida huitznáhuac, ra makja Amantlan, ne ra makja tlacopan."	"bri tho ra kuauhnochtli, ra gabida tlakateko, ra kuapan, ra gabida uitsnáwak, ra makha Amantlan, ne ra makha tlakopan."
bri ts'u̱tuabi ha ra y'u̱ga n'a ra nto̱de dega t'u̱ka hoga do dega chalchihuite: made mi huts'i n'a ra tsant'i dega k'astaboja.	bri ts'utuabi ha ra y'uga n'a ra nto̱de dega t'uka hoga do dega chalchihuite: made mi huts'i n'a ra tsant'i dega k'astaboja.
"Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra ndä nuni tlaxcala."	"Castañeda, ra t'u ra Akwiyahualkatekuhtli, m ra ndä nuni Tlaxkala."
Coaíhuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats' okamfeni.	Koaihuitl mra gabida ndeznä nuya mapa digea ra t'o̱t'ats' okamfeni.
di gepu̱ ba koi pa nuni ra Xochimilco. nubu̱ ba tu ya jä'i ya metlatelolco	Di gepu ba koi pa nuni ra Xochimilco. Nubu ba tu ya jä'i ya Metlatelolco.
"ebu̱ ba ehe man'aki ba te̱nga ra t'o̱ho̱ ra thuhu ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ha ra ndo̱m'ihmu."	"ebu ba ehe man'aki ba te̱nga ra t'o̱ho̱ ra tuhu ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ha ra ndo̱m'ihmu."
ebu̱ bi dädi ra Cihuacóatl:	ebu bi dädi ra Sihuacóatl.
ebu̱ bi ñä ra Cuauhtémoc bi xipabi ra Cihuacóatl:	ebu bi ñä ra Cuauhtémoc bi xipabi ra Cihuacóatl.
"goho n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca)."	"goho n'ate ya pa ne ewu bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca)."
"gue dá nhuat'i mbo ja ra ximhai,"	gue dá nwat'i mbo xa ra ximai.
"i nte ra nge'a, ya hmä huts'i ha ra ndäxjua k'oi ra códice ra ramírez uni nuna b'e̱de mä majuäni ngu mä ra nthe̱ka b'ede ne ra ndädi nu'a ra nänä mra thuhu ra yacotzin, ra nänä ra ixtlilxóchitl,"	"i nte ra nge'a, ya hmä huts'i ha ra ndäxhua k'oi ra códice ra ramírez uni nuna b'ede mä majwäni ngu mä ra ntheka b'ede ne ra ndädi nu'a ra nänä mra tuhu ra yacotzin, ra nänä ra ixtlilxóchitl,"
"inda hyo ko ra ndäxjua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra fernando de alva ixtlilxóchitl."	"inda jo ko ra ndäxhua ixtlilxóchtil, ra tata ra Nezahualcóyotl ni ko ra Fernando de Alva ixtlilxóchitl."
"k o ya bu̱' bai, ko ya makahuai,"	"K o ya bu̱' bai, ko ya makwai."
"mi fudi da t'axka ra xudi ba ts'i, bri thát'a ha n'a ra za mi b'ai ha ra ngu ra Ahuizotzin nuni ra Acatliyacapan."	"mi fudi da t'axka ra xudi ba ts'i, bri thát'a ha n'a ra sa mi b'ai ha ra ngu ra Ahuizotzin nuni ra Acatliyacapan."
mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka hai mra thuhu ra Yohualichan.	mi güd'a ra ñ'u̱ n'a ra makha ge'a mra b'efi mi zu nu'a ra mäka hai mra tsuhu ra Yohualichan.
"mi y'o y'oua, mi tuts'i ya bu̱'bai dega za, ne r'a mi hä dega bo̱ja ne ya mahuai."	"mi y'o y'ua, mi tuts'i ya bu̱'bai deka za, ne ra mi hä deka bo̱ha ne ya mawuai."
mra ngu ra Aztautzin ge'a mi ja getbu̱ nuni ra Amáxac.	Mra ngu ra Aztautzin ge'a mi xa getbu nuni ra Amáxac.
n'a ra hyo ne man'a bi xokuabi ra debi. ra Cuauhtemoctzin bri xokuabi ra debi ge'a se̱he̱.	N'a ra hyo ne man'a bi xokuabi ra debi. Ra Cuauhtemoctzin bri xokuabi ra debi ge'a sehe.
"ne m'e̱fa bi ma xki häki ya he dega magabi, ñätsi bi ntsaya ra mahuai ne ra bu̱'bai, bri njonda ya bo̱nahmu nuni Acachinanco."	"Ne m'efa bi ma xki häki ya he dega magabi, ñätsi bi ntsaya ra mahuai ne ra bu'bai, bri njonda ya boñahmu nuni Akachinanko."
"ne njabu̱ bri t'ot'e nehe ko mar'a ya bo̱nahmu mi pe̱tsi ra t'u̱ka tsu̱tui ha ya t'u̱ka hnini, nuyu̱ to'o mi b'e̱pi da t'o̱t'e ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca nehe mar'a ya bo̱nahmu mar'a ya t'u̱ka hnini habu̱ bi guat'i ya nduste, ya dumanthuhu dega k'astaboja, ge ya thuhu ya kristiano [...]"	"ne njabu bri t'ot'e nehe ko mar'a ya bonahmu mi pe̱tsi ra t'u̱ka tsu̱tui ha ya t'u̱ka hnini, nuyu̱ to'o mi b'e̱pi da t'o̱t'e ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca nehe mar'a ya bonahmu mar'a ya t'u̱ka hnini habu̱ bi guat'i ya nduste, ya dumanthuhu dega k'astaboja, ge ya thuhu ya kristiano [...]"
"ne nu'a ri däme, pu̱ ñ'a'i, nugi ga ma ga tsogi'i nuni Cuetlachcoapan [n'a ra hnini nuni puebla],"	"ne nu'a ri däme, pu̱ ñ'a'i, nugi ga ma ga tsogi'i nuni Cuetlachcoapan [n'a ra hnini nuni puebla],"
