Input	Result
mi b'u̱i ya mu̱dimejai mi ñä ra ndeznä ne jabu̱ ra jnini dige'a gatjo ra nxiki m'onda ngu r'a ya yaqui b'u̱i nuni sonora ne ya maya ri ñ'eje nuni yucatán ra nge bi guat'i ja ra tujni bi nkja nuua m'onda fädi ko ra tjuju ra revolución mexicana ya kje̱ya 1910-1919.	Mi bʼui ya mudimejai mi ñä ra ndeznä ne jabʼui ra jnini digeʼa gatjo ra nxiki mʼonda ngu rʼa ya yaqui bʼui nuni sonora ne ya maya ri ñʼeje nuni yucatán ra nge bi guatʼi ja ra tujni bi nkja nuua mʼonda fädi ko ra tjuju ra revolusión mexicana ya kjeʼya 1910-1919.
mi fo̱tuabi ya ts'u̱tnibo̱kja mi tjutuabi ya jñämfo̱ ra pasadores neje ya bo̱zna ko ya nzafi.	Mi fōṭuabi ya ts'ūṭnibōkja mi tjutuabi ya ñǵāmfō ra pasadores nehe ya bōzna ko ya nzafi.
"n'a nt'udi di ge'a nuya ntjoki bri t'o̱t'e ja ya jñä ya ndeznä ra ngätsi ra ntjebe nkje̱ya ra r'e̱t'a ma gu̱to (s. xix), r'a ya jnini ngu ra xicontepec (villa juárez) nuna jyodi koji nuni puebla."	"N'a nt'udi di ge'a nuya ntjoki bri t'o̱te ja ya jñä ya ndeznä ra ngätsi ra ntjebe nkje̱ya ra r'e̱ta ma gu̱to (s. xix), r'a ya jnini ngu ra xikontepec (Villa Juárez) nuna jyodi koji nuni Puebla."
"n'a ra t'axa dutu mi pe̱tsi ya k'oi ra ixki, nuna mra tjuju jñämfo̱ ""campaneante resonador""."	"N'a ra t'axa dutu mi pe̱tsi ya k'oi ra ixki, nuna mra tjuju jñämfo ""kampaneante resonador""."
"ne ri mpe̱fi ja ra dängan gu nt'udi ra tjuju ra facultad de estudios superiores, acatlán, unam,"	"Ne ri mpʉ̱hi ja ra däŋgaŋ gu nt'udi ra tʃuʃu ra Facultad de Estudios Superiores, Acatlán, UNAM,"
"ntjandi gatjo nu'a ra munts'i ra tjuju jñämfo̱ ra globalización ge 'a po̱ts'e dega nest'iji, nuna y'o̱te to̱m'i da nkja ra ntjo̱mäte."	"Ntjandi gato nu'a ra montsi ra tjiju jñamfo ra globalización ge 'a pots'e dega nest'iji, nuna y'ote tom'i da nkya ra ntjomate."
"nu'a ma r'a ya kjä'i mi pädi nuña b'e̱fi bri b'e̱pabi xa jyoki yojo ya mpe̱fi mi fädi ko ra tjuju ra amosqueador ko ya xi ya ts'ints'u̱ xi sta jotjo, gi jutsuabi made dige'a n'a ra zänä dega k'astabokja"	"Nua ma r'a ya kjä'i mi pädi nuña b'efi bri b'epabi xa jyoki yojo ya mpëfi mi fädi ko ra tjuju ra amoskeador ko ya xi ya ts'ints'u xi sta jotjo, gi jutsuabi made dige'a n'a ra zänä dega k'astabokja"
"nu'a ra munts'a kjä'i bi te̱ni bi zipabi man'a ya b'ede, mi t'ena ge ya kjä'i xki b'u̱i nubu̱ inbi pe̱tsi ra ts'e̱di nu'a mi mä pe m'e̱fa bi kjapi bi nxaxni ya tsu̱tui ne n'a ra diputado mi pe̱tsi ra mfeni xki kot'i mra tjuju ra josé maría lozano, bi y'onga ra jmä pa mar'a ya ñ'oui bi nxanxi: ""ri mo̱te ra tjits'i mi udi ra emiliano zapata, neje bri fädi ngu ra atila nuna bri nkju̱tsi [...] nu'a bi fädi ngu mi je̱gi ya b'e̱go ne'a bi mä da uni da nkja pa gatjo, ingi kjot'i [...]"	"Nua ra munts'a kjä'i bi teni bi zipabi mana ya b'ede, mi t'ena ge ya kjä'i xki b'u̱i nubui inbi petsi ra ts'e̱di nua mi mä pe m'e̱fa bi kjapi bi nxaxni ya tsu̱tui ne n'a ra diputado mi petsi ra mfeni xki kot'i mra tjuju ra José María Lozano, bi y'onga ra jmä pa mar'a ya ñ'oui bi nxanxi: ""Ri mo̱te ra tjits'i mi udi ra Emiliano Zapata, neje bri fädi ngu ra Atila nuna bri nkju̱tsi [...] nua bi fädi ngu mi je̱gi ya b'e̱go ne'a bi mä da uni da nkja pa gatjo, ingi kjot'i [...]"
nu'u̱ to'o ñä ra ndenzä ja r'e̱t'a ma r'at'o ya estados.	Nuu̱ to'o ñä ra nde̱nza ja r'e̱ta ma r'ato ya Estados.
"nub'u̱ ri m'e̱jni ne ri b'e̱go ya ñämfo̱ bi kjuat'i ko ngekagije ne bi tso̱jo̱ ra gabida ra tjuju ra hernán cortés, maske indi pädije ge gatjo da za da o̱t'e ne xi ra nzunda maría trinidad,"	"Nub'u̱ ri m'e̱jni ne ri b'e̱go ya ñämfo̱ bi kjuat'i ko ngekagije ne bi tso̱jo̱ ra Gabida ra Tjuju ra Hernán Cortés, maske indi pädije ge gatjo da za da o̱t'e ne xi ra Nzunda María Trinidad,"
"nubia, unga mfädi ja ra ñäjñu kjamädi ra universidad autónoma del estado de hidalgo."	"Nubia, unga mfädi ja ra ñäjñü kjamädi ra Universidad Autónoma del Estado de Hidalgo."
"nugi, ra miguel hernández ge di pe̱tsi ma ngu nuni chiyauhtzinco, ko ra t'ek'ei di udi ko nge'i, nuna m'e̱jnant'ofo di joki go tso̱n'i ko nge'i, ma t'ek'ei bo̱najmu'i nda doctor alonso ruiz, ra nk'ojnate ge gi b'ui nuua ja ra jnini ra quamochtitla."	"Nugi, ra Miguel Hernández ge di pe̱tsi ma ngu nuni Chiyauhtzinco, ko ra t'ek'ei di udi ko nge'i, nuna m'ejnant'ofo di joki go tso̱n'i ko nge'i, ma t'ek'ei bo̱najmu'i nda doctor Alonso Ruiz, ra nk'ojnate ge gi b'ui nuua ja ra jnini ra Quamochtitla."
"nuna je̱m'i bri t'unga mfädi ko ra t'u̱ka ntjint'ant'ofo po ra marcelo díaz salas ne ra luis reyes garcía ja: tialtocan, revista de fuentes para el conocimiento de las culturas indígenas de méxico, vol. vi, 1970, b'ede ra 3, pp. 193-212."	"Nuna hëmꞌi bri tꞌunga mfädi ko ra tꞌuꞌka ntshintꞌantꞌofo po ra Marcelo Díaz Salas ne ra Luis Reyes García ja: Tialtocan, Revista de fuentes para el conocimiento de las culturas indígenas de México, vol. VI, 1970, bꞌede ra 3, pp. 193-212."
"nuna jñäpi juts'i ja n'a ra je̱m'i fädi ra derecho canonigo ko ra tjuju jñämfo̱ ngu ra ""solicitación al administrar el sacramento de la confesión""."	"Nuna jñäpi juts'i ja n'a ra je̱m'i fädi ra derecho canonigo ko ra tjuju jñämfo̱ ngu ra ""solicitación al administrar el sacramento de la confesión""."
"nuna m'e̱jna nt'ofo b'e̱tsi ja ra archivo histórico nacional, madrid, documento 165. bi unga mfädi ja ra nt'ofo ya zubi po ra y'ofo ra tjuju ra arthur j. o. anderson et al.: byond the codices: the nahua view of colonial mexico, berkeley, university of california press, 1976, pp. 181-187."	"Nuna m'ëjna nt'ofö b'ëtsi ja ra Archivo Histórico Nacional, Madrid, documento 165. Bi uŋga mfädi ja ra nt'ofö ya zubi po ra y'ofö ra tjuju ra Arthur J. O. Anderson et al.: Beyond the Codices: The Nahua View of Colonial Mexico, Berkeley, University of California Press, 1976, pp. 181-187."
"nuna nt'ofo b'e̱tsi ja ra archivo general de indias, sevilla, audiencia de méxico 168, bi unga dra fädi po ra miguel león-portilla ja cultura en peligro, méxico, alianza editorial mexicana, 1976, pp. 102-103."	"Nuna nt'oho b'ëtsi ja ra Archivo General de Indias, Sevilla, Audiencia de México 168, bi unga dra fädi po ra Miguel León-Portilla ja Cultura en peligro, México, Alianza Editorial Mexicana, 1976, pp. 102-103."
"nuna pika je̱m'i kja te mä b'e̱tsi ja ra archivo general de la nación, nuua m'onda ne kja ja ra nduntji ya jnini, njabu̱ ngu ya nzaya nuni manjyati ne mar'a ya jnini, o̱t'e gi o̱de ra jñä ra mu̱dimejai."	"Nuna pika jë̱m'i kja te mä b'ë̱tsi ja ra Archivo General de la Nación, nuua m'onda ne kja ja ra nduntji ya jnini, njabü ngu ya nzaya nuni manjyati ne mar'a ya jnini, o̱t'e gi o̱de ra jñä ra mu̱dimejai."
"nuua t'unga yojo ya jmä, kuän'ajmä ya ndeznä ne tjuts'i ja n'a ra k'oi mä mäkjuäni ri ntje̱ui n'a ya dänga ra tju̱ajmä manteb'u̱, nuua pede nu'a gatjo ya ts'otjogi bi y'o̱t'a dega fete ra alvarado."	"Nuuá t'ungá yojo ya hmä, kuän'ajmä ya ndeznä ne tjuts'i ja n'a ra k'oi mä mäkjuni ri ntje̱ui n'a ya dängá ra tju̱ajmä manteb'u, nuuá pede nu'a gatjo ya ts'otjogi bi y'o̱t'a dega fete ra Alvarado."
"nuua ya mu̱di noya ra motolinia, ja ra mu̱di nkoji bi t'o̱t'e ko ra tjuju ra tratado tercero ra dänga b´ede ya mu̱dimejai nuua r´ayo manjyati:"	"Nüüa ya mǘdi noya ra Motolinía, ja ra mǘdi nkʼoji bi tʼǫtʼe ko ra tÿÿu ra Tratado Tercero ra Däŋga Bʼede ya mǘdimejai nüüa rʼayo manjyati:"
"pa da t'unga mfädi gatjo nu'u̱ bi nkja, n'a di ge'u̱ ko ngu fe̱ti nu'a makjuäni mi joki mi tjutsuabi ya jnei ne ya b'ida. b'u̱i man'a ra mfädi da t'o̱t'a ra nt'udi, nu'a ra tjuju ""fe̱ta nu'a makjuäni bi nja nub'u̱ ra tsokat'o̱tamfeni (teatro de la conquista)""."	"Pa da t'unga mfädi gatyo nu'u bi nkya, n'a di ge'u ko ngu feti nu'a makyuäni mi yoki mi tjutsuabi ya jnei ne ya b'ida. B'u'i man'a ra mfädi da t'o't'a ra nt'udi, nu'a ra tyuju ""feta nu'a makyuäni bi nja nub'u ra tsokat'o'tamfeni (teatro de la conquista)""."
"ra europa -mra nxika jai manteb'u̱, mi pe̱tsa n'a ra nxika b'ede-"	"Ra Europa -mra nxika jai manteb'u, mi pe̱tsa n'a ra nxika b'ede"
"ra fernando ramírez mä ge nuna jyodi ri nge̱pu̱ jabu̱ kja n'a ra nikja ra san fernando ne ra ermita dige'a ya mártires dige'a san hipólito,"	"Ra Fernando Ramírez mä ge nuna jyodi ri ngë̱pu̱ jabu̱ kja n'a ra nikja ra San Fernando ne ra Ermita dige'a ya Mártires dige'a San Hipólito,"
"ra fernando de alva ixtlilxóchitl, fernando de, xiii relación: ""ra ñ'eje ya ñämfo̱ ne ra fu̱di ra nkanfri ra evangelio""."	"Ra Fernando de Alva Ixtlilxóchitl, Fernando de, XIII relación: ""Ra ñ'eje ya ñämpfo ne ra füdi ra nkänfri ra evangelio"""
"ra kuän'ajma ra n luz jiménez bi juts'i ra fernando horkasitas bi unga mfädi ne bi r'atsi nuña jmä), de porfirio díaz zapata, memoria nábuatl de milpa alta, méxico, unam,, instituto de investigaciones históricas, 1974, p. 105"	"Ra kuän'ajma ra n luz jiménez bi juts'i ra fernando horkasitas bi uŋga mfädi ne bi r'atsi nuña jmä, De Porfirio Díaz Zapata, Memoria náhuatl de Milpa Alta, México, UNAM, Instituto de Investigaciones Históricas, 1974, p. 105"
"ra raymundo isidro alavez, bi b'u̱i'i nuni ra boxtha chico, san salvador, estado de hidalgo"	"Ra Raymundo Isidro Alavez, bi b'üi'i nuni ra boxtha chico, San Salvador, Estado de Hidalgo"
"ra jmä ra fundación de santo tomás ajusco, archivo general de la nación, méxico, ramo de tierras vol. 2676, expediente. 4, archivo histórico de la biblioteca nacional de antropología, colección antigua, vol. 254, fojas 259 r.- 260 v."	"Ra jmä ra Fundación de Santo Tomás Ajusco, Archivo General de la Nación, México, Ramo de Tierras vol. 2676, expediente 4, Archivo Histórico de la Biblioteca Nacional de Antropología, Colección Antigua, vol. 254, fojas 259r - 260v."
"ra makja mra tjuju ra toribio benavente, motolinia,"	"Ra makja mra tjiju ra Toribio Benavente, Motolinia,"
"tlauhquechol: ra ts'ints'u̱ xa ntjeni pode ge'a ra flamenco o ra guacamaya, pode ge gatjo ra tje̱nga ts'ints'u̱ ne dänga."	"Tlauhquechol: ra ts'ints'u xa ntjeni pode ge'a ra flamenco o ra guacamaya, pode ge gatyo ra tjenga ts'ints'u ne danga."
"xkri tso̱ngä ngostji, kja jejni ya 'ñu; nä'ä rí ma nxamädo, ja nä'ä rí ma mäbo̱za. antes de"	"Xkri tsongä ngotsi, kja jejni ya 'ñu; nä'ä rí ma nxamädo, ja nä'ä rí ma mäboza."
"ya b'e̱go ne ya b'e̱tri di ge'a nu'a ra dänga ndä ra ndada ra tjuju ra esteban de guzmán ra nzaya di gekua m'onda, ra ndada ra hernando pimentel, ra ndada ra antonio cortés, ra ndada xuua (juan) nuna ra mecoyoacan, ra ndada pedro motecuhzoma, me ma r'a ya kuänmi (firmas)."	"Ya b'e̱go ne ya b'e̱tri di ge'a nu'a ra däŋga ndä ra ndada ra tjuju ra Esteban de Guzmán ra nzaya di gekua m'onda, ra ndada ra Hernando Pimentel, ra ndada ra Antonio Cortés, ra ndada xuua (Juan) nuna ra Mecoyoacan, ra ndada Pedro Motecuhzoma, me ma r'a ya kuänmi (firmas)."
"ya kuän' ajmä xa tjogi manteb'u̱e ge xa tjäst'i nu'a gatjo ra ntjandi to'o bi b'e̱di ge xa pu̱ngajñä nuna jmä getbu̱ n'ate ya jñäki ge ñä ya nso̱jo̱ jñäki ne xa y'oni nuna nt'ofo neje ja ra jñäki yazi xada kjä'i , ge'a nuna jñäki fadi ja ra jñämfo ko ra tjuju ra sistema braile."	"Ya kuän' ajmä xa tjogi manteb'u̱e ge xa tjästi nu'a gatjo ra ntjandi to'o bi b'edi ge xa pu̱ngajñä nuna jmä getbu̱ n'ate ya jñäki ge ñä ya nso̱jo̱ jñäki ne xa y'oni nuna nt'ofo neje ja ra jñäki yazi xada kjä'i, ge'a nuna jñäki fadi ja ra jñämfo ko ra tjuju ra sistema braille."
"ya r'atsanoya ra sahagán, ndoxkjua k'oi florentino, lib. xii, caps. xxix-xli (versión de ángel ma. garibay k.)."	"Ya r'atsanoya ra sahagán, ndojkjua k'oi Florentino, lib. XII, caps. XXIX-XLI (versión de Ángel M.a Garibay K.)."
despwés ya desde k'a ra momento ya k'a ya jíngi bénya'wi já té bimáju̱ k'a ra charroya'wi	Despwés ya desde k'a ra momento ya k'a ya xíngi bénya'wi xá té bimáju̱ k'a ra charroya'wi
despwés ya xo bimu̱fí pe xo diario diario bu̱ nchúi mitsu̱ k'a ra charro mi'óbí k'a ra mikwála	"Despwés ya xō bimūfí pe xō diario, diario bu ōnch’uí mitsū k’a ra charro mi’ōbí k’a ra mikwála"
goparejájé primero 'á k'a ra parte ánk'ú dínant'í	Goparejájé priemeru 'á k'a ra parte ánk'ú dinant'í
i asta fecha pues ignoro mucho pero másk'ŭ mäkjámá más ndímáignorajéwi	i asta fecha pues ignoro mucho pero máskŭ mäkjámá más ndímá ignorajéwi
indu̱odiagí bastante	indu̱odiagí baxte
"inga se̱je̱ ra nntjandi ra manjyati ne ra portuguesa neje ra francesa, inglesa, alemana e italiana,"	"Ingá séʔjeʔ ra ntjándi ra manjyáti ne ra portuguesa neʔje ra francesa, inglesa, alemana e italiana,"
k'a mädämé para ke mantenigíjé dígotjó mäbäjtsí pues ni modo dísufréjé	"k'a maxämé para ke mantenijyé digotjo mäbäjtsi, pues ni modo disuxré"
kómá'u̱té ya fuente níjí	Komá'uté ya fuente njí
"ne bi unbabi nduntji ya baba, bi enbabi ge mi ne da ñäui ra ndä (emperador) mi b'u̱i nuni manjyati, ne da jäni ra dänga ts'ofo ra evangelio,"	"Ne bi ūbabi nduntji ya baba, bi ēnbabi ge mi ne da ñäui ra ndä (emperador) mi b'ūi nuni manjyati, ne da jäni ra däŋa ts'ōfo ra evangelio,"
normalmente gójo	normalmente góhjo
panteón ga dó	Pantéon ga dó
pero de sesenta pantsítjá pa gotjók'ŭ kompletamente xatjó ndímáfădijé	Pero de sesenta pantsítja pa gotjók'ŭ kompletamente xatjó ndímáfadijé
pero eso sí binújgí mängŭjé kada ná	Pero eso sí binüjgi mängüje kada na
"po nuya kja'i to'o mi pede ge fädi ko ra tjuju ya ""cronistas de las indias”"	"Po nuya kja'i to'o mi pede ge fädi ko ra tjuju ya ""cronistas de las Indias”"
pues este kábádá balewa este mínimo siento sinkwenta	Pues este kabada balewa este mínimo siento sinkuenta
pues nimodo bisufré k'a más ante mäabwelitajé komo mbu̱i enkajoso ra ntsoya	pues nimodo bisufré k'a más ante mäbwelitajé komo mbui enkajoso ra ntsoya
"ra nku̱t'i ra juajni ne ya ñ'udi ntjutsi ra agustin yáñez 2da. edición. biblioteca del estudiante universitario, unam, 1950."	"Ra nkʉ̱ti ra xʉaxni ne ya ǵui ntʉtʃi ra Agustín Yáñez. 2da edición. Biblioteca del Estudiante Universitario, UNAM, 1950."
solamente ya riko alkansabi	Solamente ya ríko 'alkansabi
xi ra tí na ta komedór 'á itsí na ta alimento k'a ra ndăni	Xi ra tí na ta komedor 'á itsí na ta alimento k'a ra ndani
xo mitajá ra ntsoya mitá sínko pesos ra béjña dos sinkwenta	Xo mitajá ra ntsoya mitá síngko pesos ra béjña dos sinkuenta
xo takja mä sesenta wik'a takja mä sesenta bitajkíjéya'wik'a	Xo takya mä sesenta wika takya mä sesenta bitaxkíyeya'wika
á panteón ga dó níjí	Á panteón ga do njiji
ñúdigejña dabadijíya' razo''ya' mientra más dandu̱jté	ñudiejni dabadjíya' razó'ya' mientra máj dandujté
"-nu'u̱ dige'u̱ b'u̱i nuni maxey (tolimán ne amealco), dige'u̱ temoaya nuni ra ra jyodi estado de méxico ne mar'a ya jyodi nuni puebla ne veracruz"	"Nu'u̱ dige'u̱ b'ui nuni maxei (Tolimán ne Amealco), dige'u̱ Temoaya nuni ra ra jyodi Estado de México ne mar'a ya jyodi nuni Puebla ne Veracruz"
"ne mätajekitjo di kja getbu̱, ra jñäpi ra joel martinez hernández ne ra jotjo tjuajmä ra natalio hernández xocoyotzin, nuya yojo ya xajnate ri ñ'eje ya y'u̱ dige'u̱ ya ndeznä."	"Ne mä'tajekiti di kya getbũ, ra jñä'pi ra joel martinez hernández ne ra jotjo tjuajmä ra natalio hernández xocoyotzin, nu'ya yojo ya xajnate ri ñ'eje ya y'u dige'u ya ndeznä."
"-n'ate pa n'a ra zänä de ra r'e̱t'a ma jñäto ""zänä"" mi zo̱ta ya munts'i ya n'ate ya pa ge mi joki ra xihuitl o ""ra m'ede ra kje̱ya"""	"N'ate pa n'a ra tsänä de ra r'öt'a ma jñäto ""tsänä"" mi tsota ya munts'i ya n'ate ya pa ge mi joki ra xiuitl o ""ra m'ede ra këya"""
bi ma di gepu̱ jam''u̱ ra ngo pa da ts'itje ya it'adeje (Tlahuano) ba po̱ni nubu̱ tlapechhuan. mra ngo ra izcalli.	Bi ma di ɣepũ jamʼũ ra ŋo pa da tsʼitʃe ya itʼadeje (Tlahuano) ba põni nubũ tlapetʃhuan. Mra ŋo ra izkali.
bi mu̱di da jyoka ya t'u̱kats'u̱fabo̱kja. ge'a ra ntujni bi nkja nuni Coyohuehuetzin ne ma gojo ba nkja.	Bi mǘdi da ǵyoka ya t'ǘkats'ǘfabǘkǵa. Ge'a ra ntǘjni bi nkǵa nuni Coyohuehuetzin ne ma gojo ba nkǵa.
"bri tjo ra cuauhnochtli, ra gabida tlacatecco, ra cuapan, ra gabida huitznáhuac, ra makja Amantlan, ne ra makja tlacopan."	"Bri tjo ra cuauhnochtli, ra gabida tlacatecco, ra cuapan, ra gabida huitznáhuac, ra makja Amantlan, ne ra makja Tlacopan."
bri ts'u̱tuabi ja ra y'u̱ga n'a ra nto̱de dega t'u̱ka joga do dega chalchihuite: made mi juts'i n'a ra tsant'i dega k'astabokja.	Bri ts'utuabi ja ra y'uga n'a ra ntode dega t'uka joga do dega chalchihuite: made mi juts'i n'a ra tsanti dega k'astabokja.
"Castañeda, ra t'u ra Aquiyahualcatecuhtli, m ra ndä nuni tlaxcala."	"Castañeda, ra t'u ra Aquiyahualcatecuhtli, mʔra ndä nuni Tlaxcala."
Coaíhuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats' okamfeni.	Koáiuitl mra gabida ndeznä nuya mapa digeá ra t'o̱t'ats'o kamfeni.
di gepu̱ ba koi pa nuni ra Xochimilco. nubu̱ ba tu ya kjä'i ya metlatelolco	Di hëpu̱ ba koi pa nuni ra Xochimilco. Nuhu̱ ba tu ya kjä'i ya Metlatelolco
"ebu̱ ba eje man'aki ba te̱nga ra t'o̱jo̱ ra tjuju ra Citlaltépec. Tlacopan, nubia ba o̱t'ra b'u̱i ja ra ndo̱m'ijmu."	"Ebu̱ ba ehe man'aki ba te̱nga ra t'o̱jo̱ ra tjuju ra Tsitlaltépetzi. Tlakopan, nubia ba o̱t'ra b'u̱i xa ra ndo̱m'ijmu."
ebu̱ bi dädi ra Cihuacóatl:	Ebu̱ʼ bi dädi ra Cihuacóatl:
ebu̱ bi ñä ra Cuauhtémoc bi xipabi ra Cihuacóatl:	Ebú̱ bi ñä́ ra Cuauhtémoc bi xipabi ra Cihuacóatl:
"gojo n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca)."	"Gojo n'ate ya pa ne ebu̱ bi yopa bo̱ni pa di mani ra Huaxtepec, ra Cuauhnahuac (Cuernavaca)."
"gue dá nhuat'i mbo kja ra ximjai,"	"nde dá ñuat'i mbo kja ra shimjai,"
"i nte ra nge'a, ya jmä juts'i ja ra ndäxkjua k'oi ra códice ra ramírez uni nuna b'e̱de mä makjuäni ngu mä ra ntje̱ka b'ede ne ra ndädi nu'a ra nänä mra tjuju ra yacotzin, ra nänä ra ixtlilxóchitl,"	"Intera ngæ'a, ya hmæ juts'i ja ra ndæxkjua k'oi ra códice ra Ramírez uni nuna b'æde mæ makjuæni ngu mæ ra ntjæka b'ede ne ra ndædi nu'a ra nänæ mra tjiju ra Yacotzin, ra nänæ ra Ixtlilxóchitl,"
"inda jyo ko ra ndäxjua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra fernando de alva ixtlilxóchitl."	"inda jyo ko ra ndäxjua ixtlilxóchtil, ra dada ra Nezahualcóyotl ni ko ra Fernando de Alva Ixtlilxóchitl."
"k o ya bu̱' bai, ko ya makahuai,"	"ko ya bʉ̱ʔ bai, ko ya makahʉai,"
"mi fudi da t'axka ra xudi ba ts'i, bri tját'a ja n'a ra za mi b'ai ja ra ngu ra Ahuizotzin nuni ra Acatliyacapan."	"Mi hudi da t'axka ra xudi ba ci, bri tját'a ja n'a ra za mi b'ai ja ra ngu ra Ahuizotzin nuni ra Acatliyacapan."
mi gu̱t'a ra ñ'u̱ n'a ra makja ge'a mra b'e̱fi mi zu nu'a ra mäka jai mra tjuju ra Yohualichan.	Mi ndo̱hti ra ñ'u̱ n'a ra makja ge'a mra be̱fi mi zu nu'a ra mäka jai mra tjuju ra Yohualichan.
"mi y'o y'oua, mi tuts'i ya bu̱'bai dega za, ne r'a mi jä dega bo̱ja ne ya mahuai."	"Mi y'ó y'oua, mi ts'uts'i ya bǔ'bai dega za, ne r'a mi jä dega boǵa ne ya mahua'i."
mra ngu ra Aztautzin ge'a mi kja getbu̱ nuni ra Amáxac.	Mra ngu ra Aztautzin ge'a mi kja getbũ̈ nuni ra Amáxak.
n'a ra jyo ne man'a bi xokuabi ra debi. ra Cuauhtemoctzin bri xokuabi ra debi ge'a se̱je̱.	N'a ra ʒyo ne mana bi xokuaʒbi ra debi. Ra Cuauhtemoctzin bri xokuaʒbi ra debi ge'a seʔe.
"ne m'e̱fa bi ma xki jäki ya je dega magabi, ñätsi bi ntsaya ra mahuai ne ra bu̱'bai, bri nkjonda ya bo̱najmu nuni Acachinanco."	"Ne m'efa bi ma xki jäki ya je dega magabi, ñätsi bi ntsaya ra mahuai ne ra bu'bai, bri nkjonda ya bonajmu nuni Acachinanco."
